channel,spend_dkk,predicted_contribution_dkk
programmatic_display,107348.024303798,0
programmatic_display,110505.31913626264,0
programmatic_display,113662.61396872728,0
programmatic_display,116819.90880119194,0
programmatic_display,119977.20363365658,0
programmatic_display,123134.49846612122,0
programmatic_display,126291.79329858586,0
programmatic_display,129449.08813105052,0
programmatic_display,132606.38296351518,0
programmatic_display,135763.6777959798,0
programmatic_display,138920.97262844446,0
programmatic_display,142078.26746090912,0
programmatic_display,145235.56229337375,0
programmatic_display,148392.8571258384,0
programmatic_display,151550.15195830306,0
programmatic_display,154707.4467907677,0
programmatic_display,157864.74162323234,0
programmatic_display,161022.03645569697,0
programmatic_display,164179.33128816163,0
programmatic_display,167336.6261206263,0
programmatic_display,170493.9209530909,0
programmatic_display,173651.21578555557,0
programmatic_display,176808.51061802023,0
programmatic_display,179965.80545048486,0
programmatic_display,183123.1002829495,0
programmatic_display,186280.39511541417,0
programmatic_display,189437.6899478788,0
programmatic_display,192594.98478034345,0
programmatic_display,195752.2796128081,0
programmatic_display,198909.57444527274,0
programmatic_display,202066.8692777374,0
programmatic_display,205224.16411020205,0
programmatic_display,208381.45894266668,0
programmatic_display,211538.75377513134,0
programmatic_display,214696.048607596,0
programmatic_display,217853.34344006062,0
programmatic_display,221010.63827252528,0
programmatic_display,224167.93310498993,0
programmatic_display,227325.22793745456,0
programmatic_display,230482.52276991922,0
programmatic_display,233639.81760238388,0
programmatic_display,236797.1124348485,0
programmatic_display,239954.40726731316,0
programmatic_display,243111.70209977782,0
programmatic_display,246268.99693224244,0
programmatic_display,249426.2917647071,0
programmatic_display,252583.58659717173,0
programmatic_display,255740.88142963639,0
programmatic_display,258898.17626210104,0
programmatic_display,262055.47109456567,0
programmatic_display,265212.76592703036,0
programmatic_display,268370.06075949495,0
programmatic_display,271527.3555919596,0
programmatic_display,274684.65042442427,0
programmatic_display,277841.9452568889,0
programmatic_display,280999.2400893536,0
programmatic_display,284156.53492181824,0
programmatic_display,287313.82975428284,0
programmatic_display,290471.1245867475,0
programmatic_display,293628.41941921215,0
programmatic_display,296785.7142516768,0
programmatic_display,299943.00908414146,0
programmatic_display,303100.3039166061,0
programmatic_display,306257.5987490707,0
programmatic_display,309414.8935815354,0
programmatic_display,312572.18841400003,0
ooh,0,0
ooh,12708.948737373737,16901.17181305108
ooh,25417.897474747475,53962.33584351617
ooh,38126.846212121214,105347.65084191019
ooh,50835.79494949495,167797.11641294882
ooh,63544.743686868685,238772.96299197202
ooh,76253.69242424243,316145.7243506385
ooh,88962.64116161616,398094.0333616348
ooh,101671.5898989899,483061.4841941442
ooh,114380.53863636364,569730.5037170803
ooh,127089.48737373737,657000.6552586486
ooh,139798.4361111111,743967.4765022713
ooh,152507.38484848486,829901.054929553
ooh,165216.33358585858,914224.6351457495
ooh,177925.28232323233,996493.8419165114
ooh,190634.23106060605,1076377.0702785726
ooh,203343.1797979798,1153637.4484130486
ooh,216052.12853535355,1228116.6135292174
ooh,228761.07727272727,1299720.3953942696
ooh,241470.02601010102,1368406.3897767223
ooh,254178.97474747474,1434173.3258459559
ooh,266887.92348484846,1497052.0829431356
ooh,279596.8722222222,1557098.18679767
ooh,292305.82095959596,1614385.6069511229
ooh,305014.7696969697,1669001.6804654226
ooh,317723.71843434346,1721042.9976385096
ooh,330432.66717171716,1770612.1002119323
ooh,343141.6159090909,1817814.8591454416
ooh,355850.56464646466,1862758.4159125173
ooh,368559.5133838384,1905549.5874621337
ooh,381268.4621212121,1946293.6499307095
ooh,393977.41085858585,1985093.4295947396
ooh,406686.3595959596,2022048.6413407354
ooh,419395.30833333335,2057255.4251273696
ooh,432104.2570707071,2090806.039628895
ooh,444813.2058080808,2122788.6796198417
ooh,457522.15454545454,2153287.389844
ooh,470231.1032828283,2182382.053261155
ooh,482940.05202020204,2210148.435830107
ooh,495649.00075757573,2236658.2735002562
ooh,508357.9494949495,2261979.38996581
ooh,521066.89823232323,2286175.836090444
ooh,533775.8469696969,2309308.043825589
ooh,546484.7957070707,2331432.988998422
ooh,559193.7444444444,2352604.3586003687
ooh,571902.6931818182,2372872.719217042
ooh,584611.6419191919,2392285.684050811
ooh,597320.5906565656,2410888.0766345444
ooh,610029.5393939394,2428722.089850026
ooh,622738.4881313131,2445827.4392721397
ooh,635447.4368686869,2462241.5101807453
ooh,648156.3856060606,2477999.4978329577
ooh,660865.3343434343,2493134.5407830253
ooh,673574.2830808081,2507677.8471862897
ooh,686283.2318181818,2521658.814136883
ooh,698992.1805555555,2535105.140173168
ooh,711701.1292929293,2548042.931146442
ooh,724410.078030303,2560496.799691856
ooh,737119.0267676768,2572489.9585697358
ooh,749827.9755050505,2584044.3081636634
ooh,762536.9242424242,2595180.5184312193
ooh,775245.872979798,2605918.1056062933
ooh,787954.8217171717,2616275.503949836
ooh,800663.7704545455,2626270.132840222
ooh,813372.7191919192,2635918.4594859555
ooh,826081.6679292929,2645236.0575331044
ooh,838790.6166666667,2654237.661828242
ooh,851499.5654040404,2662937.219585235
ooh,864208.5141414142,2671347.938191405
ooh,876917.4628787879,2679482.329875593
ooh,889626.4116161616,2687352.253447835
ooh,902335.3603535354,2694968.9533076785
ooh,915044.3090909091,2702343.0959059843
ooh,927753.2578282829,2709484.803833228
ooh,940462.2065656566,2716403.687696069
ooh,953171.1553030303,2723108.875933218
ooh,965880.1040404041,2729609.042711476
ooh,978589.0527777778,2735912.4340332295
ooh,991298.0015151515,2742026.892177657
ooh,1004006.9502525253,2747959.878589444
ooh,1016715.898989899,2753718.4953208575
ooh,1029424.8477272728,2759309.5051256274
ooh,1042133.7964646465,2764739.3502961504
ooh,1054842.7452020203,2770014.170329091
ooh,1067551.6939393939,2775139.8184984275
ooh,1080260.6426767677,2780121.8774094256
ooh,1092969.5914141415,2784965.673601804
ooh,1105678.540151515,2789676.29126554
ooh,1118387.4888888889,2794258.5851282803
ooh,1131096.4376262627,2798717.192569159
ooh,1143805.3863636365,2803056.5450099604
ooh,1156514.33510101,2807280.8786310023
ooh,1169223.2838383839,2811394.2444557664
ooh,1181932.2325757577,2815400.517845248
ooh,1194641.1813131312,2819303.4074401306
ooh,1207350.130050505,2823106.463586248
ooh,1220059.0787878789,2826813.086276331
ooh,1232768.0275252524,2830426.5326387794
ooh,1245476.9762626262,2833949.92400207
ooh,1258185.925,2837386.2525614686
leaflets,0,0
leaflets,11835.3898989899,31292.290429099237
leaflets,23670.7797979798,102568.90170769322
leaflets,35506.1696969697,204079.10749918254
leaflets,47341.5595959596,330502.4766458903
leaflets,59176.949494949506,477695.84558972804
leaflets,71012.3393939394,642103.8196460855
leaflets,82847.7292929293,820565.5199690751
leaflets,94683.1191919192,1010239.0658090545
leaflets,106518.50909090911,1208568.429846457
leaflets,118353.89898989901,1413265.9402461166
leaflets,130189.28888888891,1622299.6802663135
leaflets,142024.6787878788,1833881.349166995
leaflets,153860.0686868687,2046452.932862691
leaflets,165695.4585858586,2258671.823444267
leaflets,177530.8484848485,2469394.6145870266
leaflets,189366.2383838384,2677660.0346593726
leaflets,201201.62828282831,2882671.5322774593
leaflets,213037.01818181822,3083779.9905953743
leaflets,224872.40808080812,3280466.9668632103
leaflets,236707.79797979802,3472328.7608526954
leaflets,248543.18787878793,3659061.525084097
leaflets,260378.57777777783,3840447.54925123
leaflets,272213.96767676773,4016342.7841334026
leaflets,284049.3575757576,4186665.617213422
leaflets,295884.74747474754,4351386.872296972
leaflets,307720.1373737374,4510520.977012362
leaflets,319555.52727272734,4664118.2232467
leaflets,331390.9171717172,4812258.034435037
leaflets,343226.30707070715,4955043.14841293
leaflets,355061.696969697,5092594.623751353
leaflets,366897.08686868695,5225047.579852416
leaflets,378732.4767676768,5352547.585576675
leaflets,390567.8666666667,5475247.617002795
leaflets,402403.25656565663,5593305.511483355
leaflets,414238.6464646465,5706881.852011399
leaflets,426074.03636363643,5816138.222733329
leaflets,437909.4262626263,5921235.78301803
leaflets,449744.81616161624,6022334.113680209
leaflets,461580.2060606061,6119590.29467622
leaflets,473415.59595959604,6213158.178803845
leaflets,485250.9858585859,6303187.830634628
leaflets,497086.37575757585,6389825.104099924
leaflets,508921.7656565657,6473211.3358648885
leaflets,520757.15555555566,6553483.134891415
leaflets,532592.5454545455,6630772.251448947
leaflets,544427.9353535355,6705205.511320255
leaflets,556263.3252525254,6776904.803106184
leaflets,568098.7151515152,6845987.108396217
leaflets,579934.1050505051,6912564.5661752205
leaflets,591769.4949494951,6976744.56421264
leaflets,603604.8848484849,7038629.851358092
leaflets,615440.2747474748,7098318.6656723125
leaflets,627275.6646464647,7155904.874178364
leaflets,639111.0545454547,7211478.12074501
leaflets,650946.4444444445,7265123.979230482
leaflets,662781.8343434344,7316924.109535931
leaflets,674617.2242424244,7366956.414657604
leaflets,686452.6141414143,7415295.197196844
leaflets,698288.0040404041,7462011.314097793
leaflets,710123.393939394,7507172.328642847
leaflets,721958.783838384,7550842.658953179
leaflets,733794.1737373739,7593083.722422469
leaflets,745629.5636363637,7633954.0756619265
leaflets,757464.9535353536,7673509.549658505
leaflets,769300.3434343436,7711803.379950034
leaflets,781135.7333333334,7748886.331704188
leaflets,792971.1232323233,7784806.819655814
leaflets,804806.5131313133,7819611.022911592
leaflets,816641.9030303032,7853342.994674501
leaflets,828477.292929293,7886044.766974785
leaflets,840312.6828282829,7917756.450520842
leaflets,852148.0727272729,7948516.329803573
leaflets,863983.4626262628,7978360.953602837
leaflets,875818.8525252526,8007325.221055217
leaflets,887654.2424242425,8035442.463449364
leaflets,899489.6323232325,8062744.521919325
leaflets,911325.0222222224,8089261.8212080635
leaflets,923160.4121212122,8115023.439673135
leaflets,934995.8020202022,8140057.175704947
leaflets,946831.1919191921,8164389.610725022
leaflets,958666.5818181819,8188046.168928004
leaflets,970501.9717171718,8211051.173926528
leaflets,982337.3616161618,8233427.902453107
leaflets,994172.7515151517,8255198.635267743
leaflets,1006008.1414141415,8276384.705414312
leaflets,1017843.5313131314,8297006.543962968
leaflets,1029678.9212121214,8317083.723369954
leaflets,1041514.3111111113,8336634.998580308
leaflets,1053349.7010101012,8355678.3459931705
leaflets,1065185.090909091,8374231.000403693
leaflets,1077020.4808080809,8392309.490029924
leaflets,1088855.870707071,8409929.669727689
leaflets,1100691.2606060607,8427106.75249116
leaflets,1112526.6505050508,8443855.339331819
leaflets,1124362.0404040406,8460189.44762359
leaflets,1136197.4303030304,8476122.537997289
leaflets,1148032.8202020205,8491667.539863069
leaflets,1159868.2101010103,8506836.875635253
leaflets,1171703.6,8521642.483729953
