week_start,actual_revenue,predicted_revenue,baseline_contrib,media_contrib,contrib_tv_linear,contrib_online_video,contrib_social_prospecting,contrib_social_retargeting,contrib_search_brand,contrib_search_nonbrand,contrib_programmatic_display,contrib_ooh,contrib_leaflets
2024-07-01,16958066.96,18020857.56697526,9199301.218198331,8821556.348776927,311180.4155180305,609106.4986078632,480652.9169640344,2093655.9820144614,80888.41028117263,1675720.4579241488,0,804269.80958271,2766081.8578845067
2024-07-08,16916342.439999998,18948290.855759174,8616429.972370781,10331860.883388393,177726.27334429696,543387.2728494575,436257.06861862366,2354549.021760765,69256.43738919462,3585739.091997103,0,426576.5802956625,2738369.137133291
2024-07-15,16987220.99,16179343.340769708,8037406.97181191,8141936.368957798,140844.60269781214,483277.10095848836,475941.9930638854,1592962.2066217533,54371.03263752856,3301105.8430506107,0,203295.8178431245,1890137.7720845945
2024-07-22,16034628.379999999,15236727.253866702,7484697.706225999,7752029.547640704,216044.94379061915,472815.04848371085,698538.6634252544,1400804.3126558112,41983.3888140763,1582908.1232336238,0,299166.95588148944,3039768.111356119
2024-07-29,16967845.4,17540462.617085557,8861078.58969432,8679384.027391238,449963.7092672463,474408.6514100843,900608.6635562509,1917442.622890199,33234.54946994187,2680054.346287693,0,403519.183485045,1820152.3010247783
2024-08-05,16518510.589999998,17062556.836630486,6478132.34047946,10584424.496151026,704897.7577521382,474063.8939667753,1003593.4728755897,1664610.9758369555,31725.57792671539,2637108.1692259535,0,1042757.8300902345,3025666.818476664
2024-08-12,17100134.9,15963286.529655738,6112464.014102554,9850822.515553184,924231.3631303519,512667.1409574183,1029419.7412057067,2273134.8693079096,28758.956253495824,1194626.2585343602,0,1691353.5348012187,2196630.6513627223
2024-08-19,12582056.299999999,13336928.851103304,5832090.318845284,7504838.53225802,976005.1058446943,578933.0234739608,952568.8094976459,2027810.354063054,37701.015459103335,795056.8812886234,0,2136629.077065073,134.26556586489795
2024-08-26,17952402.759999998,19913555.557795506,7608726.114844095,12304829.442951411,992887.8837298773,610470.4739648214,946978.6770053703,1911221.062738963,55139.134719327325,3178307.5666589015,0,2374913.697600204,2234910.9465339463
2024-09-02,17587640.78,16806298.50222911,5554314.357518418,11251984.144710692,979320.9561243777,660328.4007832622,793349.843675991,1724544.8211999335,65267.69865347574,1474448.6799050407,0,2375374.793434918,3179348.950933693
2024-09-09,16298944.11,15508213.124153998,5532349.642423799,9975863.481730198,899744.1952306636,614712.0693194309,690623.2791068674,1222556.155372274,71859.39071065464,1444756.6388266373,0,2252176.3134663533,2779435.439697317
2024-09-16,15436090.75,14857190.337910695,5582127.697424997,9275062.640485698,781399.7159223744,627858.3118420223,500285.98349792307,1267815.4252468543,76840.78674908826,1689438.7460785832,0,1999366.163566052,2332057.507582801
2024-09-23,13477335.079999998,15623798.517492592,5690222.162033901,9933576.355458692,608592.2874788244,623228.114080848,397801.7061273966,1979302.2929737293,75814.24427278768,1651436.6865559218,0,1591519.7155717218,3005881.3083974626
2024-09-30,15520031.870000001,15684648.449783087,5840749.177585438,9843899.272197649,565636.0503892617,623342.2399199315,386474.39984343934,2233951.301548124,71065.40760766818,2369211.337904824,0,1365654.1347461725,2228564.4002382285
2024-10-07,15230911.13,16582051.295403998,5955519.276823662,10626532.018580336,673713.8804216167,633913.396591501,472998.0434073865,1827960.486315318,66556.20338854294,2396906.547521303,0,1549312.0099471994,3005171.4509874703
2024-10-14,16100712.69,16566730.994105304,6138790.6855788715,10427940.308526432,859278.779437796,582872.3128208192,558055.7016179226,1412365.966053604,61376.011662528384,2723329.1076875757,0,1894177.1612571655,2336485.2679890203
2024-10-21,16463241.410000002,17572513.358941793,6312949.546772335,11259563.812169459,970334.6735919302,604555.4773105251,543904.4490978163,1330352.7973004547,56833.08983431673,3209813.0132917506,0,1768864.4329347273,2774905.878807938
2024-10-28,15797833.85,17285250.494973697,6463194.293021508,10822056.20195219,992284.7883028303,621127.6269887055,822483.6526967582,1347368.4891725346,60184.88099110791,2989584.636788171,0,2308637.4465417247,1680384.6804703595
2024-11-04,16177782.36,17225298.824879523,6565952.805478677,10659346.019400846,1078501.249072456,682128.5494691954,955743.3169323034,1188303.1976433666,68911.60765058897,1935820.6344017999,0,2425045.806190475,2324891.6580406595
2024-11-11,17480790.15,20945425.506137058,8518528.881010227,12426896.625126831,1064749.73181441,705481.9483624565,974518.4336522797,2203105.9424328706,86379.68421698711,2883118.7208539327,0,2440843.8830753663,2068698.2807185296
2024-11-18,32458260.990000002,28215434.17098835,12561712.565113075,15653721.605875276,995024.6086882591,696206.1238290169,868251.9385896326,1979875.0983828406,102186.53674419355,3390745.5270810225,0,2466536.598083036,5154895.174477276
2024-11-25,38858990.25,27740646.028380465,12534623.696639437,15206022.331741028,1080398.0101213725,733762.7288284887,928032.6350061876,1750269.495113402,101531.00158038603,3401183.786374261,0,2467838.5443522832,4743006.130364645
2024-12-02,17630872.57,18240268.192816973,6448901.098512389,11791367.094304584,1010525.001375352,729226.5613674474,816620.5061533598,2054150.4144406351,107079.15789272622,1857694.3419916006,0,2501584.9784251573,2714486.1326583046
2024-12-09,28904519.39,26727858.750087075,11475854.084251363,15252004.665835712,1014075.8176143168,697240.6398323098,675316.7270091722,1638859.879161274,115326.11757145653,4570556.680603388,0,2442916.949505577,4097711.854538219
2024-12-16,28000167.949999996,24566250.975017674,10489081.97809608,14077168.996921595,843271.808055683,679583.5012935604,562722.9246819254,1372532.3545757937,118540.08881610983,4219940.345991621,0,2223480.3937284695,4057097.579778434
2024-12-23,12389241.01,15174250.709262652,3915275.3637309503,11258975.345531702,821294.7838144897,670304.0940495082,516587.1061358133,1483150.6994793583,112548.6286058392,3053741.761781922,0,1925516.154480583,2675832.117184188
2024-12-30,17842781.2,16344408.340899775,5578804.41960947,10765603.921290305,687010.5354096317,675841.5285965331,438454.2769962355,1570340.1644771588,106343.86553813446,2968027.6702221804,0,1564090.5867593666,2755495.2932910644
2025-01-06,13478315.12,17043992.200757332,7665110.656380277,9378881.544377055,621376.9325953192,656121.3896040189,452439.0881648348,1410790.5664976374,94221.0061036534,2145855.6131988806,0,1304782.9262514815,2693294.021961231
2025-01-13,13415057.780000001,15511057.335084418,5799776.029783029,9711281.305301389,800513.8147122833,617845.2202067147,467322.39006131666,1620880.8596141967,79388.04289001733,1580093.728390825,0,1392297.2369313603,3152940.012494675
2025-01-20,17352748.31,15957603.929804776,5787421.310862394,10170182.618942382,876934.9221408056,630660.3750656344,446042.05920784164,2108955.125510155,70990.44099017518,1877973.2510531005,0,1619382.649952328,2539243.7950223414
2025-01-27,13710922.049999999,15881601.08462671,5843759.791372765,10037841.293253945,970919.2669054471,645968.1630787243,467839.45561915624,1788729.8423409455,67975.07030414893,1475531.449859984,0,2063490.4511748138,2557387.5939707253
2025-02-03,18352001.849999998,18774152.806463547,7779276.285248263,10994876.521215284,1007078.7913252064,665170.1308355185,541252.8356670324,1343788.0988414637,72960.34435657533,2371802.710880675,0,2242729.6610212876,2750093.948287525
2025-02-10,18068710.61,20811986.83943422,7739722.360199772,13072264.47923445,980684.9268750233,642026.7915126935,718923.5170939311,1869074.1878622423,82945.88569252125,3283090.0839376072,0,2347036.1178163765,3148482.968444052
2025-02-17,18161642.35,19265922.444716245,8125769.930693522,11140152.514022723,915955.5857574457,660636.0199756492,803957.5249257414,1714683.3928901616,85912.72414749845,2309253.589759293,0,2142580.370459172,2507173.306107762
2025-02-24,18250010.450000003,16148062.638454176,8419574.881875418,7728487.756578759,700890.7960213008,668994.9617338025,899874.8348535267,1657169.2220886797,87121.78786563702,1858109.9047154156,0,1856166.151855326,160.09744507051892
2025-03-03,18378095.71,17147322.40113378,7213839.919144742,9933482.481989037,499098.83425585565,626687.4240865186,971261.5938324347,2016096.8890459621,80291.33128588967,1642636.2418326216,0,1407508.0685495383,2689902.099100217
2025-03-10,17340003.28,16540370.987098668,7718972.765005155,8821398.222093513,411533.3245758592,594881.9107748283,971014.6360733426,2041248.7012362808,68516.07949204321,1447521.1550131852,0,1019209.8484971446,2267472.5664308285
2025-03-17,18799065.85,19206548.755185504,10059677.624835651,9146871.130349852,507509.03757367935,547117.294893879,695579.0288158101,1884702.3057104994,56810.70861973344,1295074.0286423825,0,921703.184852632,3238375.5412412365
2025-03-24,18303486.720000003,18397740.66208809,8824762.587605998,9572978.07448209,741685.4583817847,570080.8639249437,698813.2900772914,1615961.8675166466,47657.63234305619,1644291.8080587625,0,1419762.2310092815,2834724.923170325
2025-03-31,18390798.59,18829614.65749542,9382676.93770766,9446937.71978776,883066.2643257185,592480.7874100821,643425.4670678776,1676734.111822743,46896.87060922166,1701266.9397748972,0,1876599.4079729535,2026467.8708042654
2025-04-07,27932281.74,26363907.55449421,9869837.056376876,16494070.498117333,944350.723279333,602103.8727169087,650159.3984702628,2193708.392643586,54287.34256591254,4617341.006452254,0,2304114.6706826976,5128005.091306379
2025-04-14,34301790.17,29381960.49396818,13311987.799318973,16069972.694649208,1002680.0410878978,650692.2184368534,598439.8540629089,1997488.3595676278,67904.652294041,4472418.83739408,0,2391741.9544752184,4888606.777330582
2025-04-21,31073717.92,31375098.441621754,13892674.254118424,17482424.18750333,1054226.4897663442,704870.3387373529,697950.3080143515,1951253.7327799872,70903.49158040079,5546736.46227181,0,2314954.8338365336,5141528.53051655
2025-04-28,31772281.87,29751857.051512428,13219290.56172016,16532566.489792267,970924.717326093,718930.4882755103,773527.9206321012,2051854.6718279258,82449.27437438298,5503756.89747074,0,2380409.9391149417,4050712.580770574
2025-05-05,28492258.400000002,27868575.773152363,11255301.265665527,16613274.507486835,928780.340255091,701642.0991057006,884874.5986198721,2164942.844551325,89032.13780707105,4819859.883408065,0,2315156.752682526,4708985.851057186
2025-05-12,30624991.779999997,29020400.992059518,12982549.992160508,16037850.99989901,952210.8760111808,708804.3058419653,784268.6619391387,1623145.1585936234,90665.64939067062,5250874.508045079,0,2080560.571451219,4547321.268626133
2025-05-19,28138769.5,27928470.52169343,11338753.788776001,16589716.73291743,967906.4288336439,722312.434272365,876340.2398806569,1947976.3771947685,89444.93831776465,4508523.618324189,0,2424767.855882175,5052444.840211866
2025-05-26,33243615.1,31781053.9522609,14401939.888535988,17379114.063724913,997505.9539720577,732592.4904856717,943072.6255595896,1955299.9918728597,94665.13222806067,4425568.424463362,0,2528234.8072546744,5702174.6378886355
2025-06-02,27831289.7,28451230.94904701,11046535.116311397,17404695.832735613,1029082.8595473404,703663.7714899358,866827.4631580266,2222311.121986945,97009.85895862836,4870602.3277921425,0,2493226.1754066306,5121972.254395964
2025-06-09,30671262.17,27317286.350206394,11221964.002116814,16095322.34808958,880333.3165169057,673970.457973297,684428.9887933691,1466315.4351550408,100287.1525725044,4927230.914331955,0,2320778.266236086,5041977.816510423
2025-06-16,29132185.28,25980764.53207712,10251654.279265301,15729110.252811817,772161.8977086333,651637.2674350417,529295.6004862018,1941314.0750897946,99855.44962661428,4268087.829285257,0,1943007.8066916205,5523750.326488655
2025-06-23,28664100.450000003,24710875.584834807,9741628.788528481,14969246.796306325,524174.91553802066,601117.7348808268,487638.9770474264,2178586.404573023,93488.14116981873,4467362.323599371,0,1485914.693201894,5130963.606295945
2025-06-30,22614844.9,22156210.522380494,9184473.96448466,12971736.557895834,343076.19672088604,583259.4109752773,476769.69953361776,1791082.9183528537,76331.5443695879,3055406.836253093,0,870403.0241787545,5775406.927511763
