municipality,treated,week_index,week_start,is_post,week_rel,revenue_pc
Syddjurs,FALSE,4,2024-09-16,FALSE,-9,3.026751335117807
Viborg,TRUE,4,2024-09-16,FALSE,-9,3.058351607195098
Aarhus,TRUE,4,2024-09-16,FALSE,-9,2.840248511563607
Broenderslev,FALSE,4,2024-09-16,FALSE,-9,2.897100971706729
Frederikshavn,TRUE,4,2024-09-16,FALSE,-9,3.0436602956390075
Hjoerring,FALSE,4,2024-09-16,FALSE,-9,3.003619261724193
Jammerbugt,TRUE,4,2024-09-16,FALSE,-9,3.1053157741375257
Laesoe,FALSE,4,2024-09-16,FALSE,-9,3.172127970205722
Mariagerfjord,FALSE,4,2024-09-16,FALSE,-9,2.818468657295985
Morsoe,TRUE,4,2024-09-16,FALSE,-9,3.017197020499408
Rebild,TRUE,4,2024-09-16,FALSE,-9,2.8620057371059344
Thisted,FALSE,4,2024-09-16,FALSE,-9,2.9525581700542443
Vesthimmerland,TRUE,4,2024-09-16,FALSE,-9,2.7511486299904173
Aalborg,TRUE,4,2024-09-16,FALSE,-9,2.9128391913292457
Albertslund,FALSE,5,2024-09-23,FALSE,-8,3.0385408871395403
Alleroed,FALSE,5,2024-09-23,FALSE,-8,2.9814265034420697
Ballerup,FALSE,5,2024-09-23,FALSE,-8,2.714345674772555
Bornholm,FALSE,5,2024-09-23,FALSE,-8,2.9150672701339557
Broendby,TRUE,5,2024-09-23,FALSE,-8,2.8116459675071814
Dragoer,TRUE,5,2024-09-23,FALSE,-8,2.811186100973299
Egedal,FALSE,5,2024-09-23,FALSE,-8,3.1078152349826653
Fredensborg,FALSE,5,2024-09-23,FALSE,-8,2.9173096235017604
Frederiksberg,FALSE,5,2024-09-23,FALSE,-8,2.7769646785996653
Frederikssund,TRUE,5,2024-09-23,FALSE,-8,2.911113824164071
Furesoe,FALSE,5,2024-09-23,FALSE,-8,3.10906732314276
Gentofte,TRUE,5,2024-09-23,FALSE,-8,2.912358147532692
Gladsaxe,FALSE,5,2024-09-23,FALSE,-8,2.858878072747075
Glostrup,TRUE,5,2024-09-23,FALSE,-8,2.932345781843944
Gribskov,TRUE,5,2024-09-23,FALSE,-8,2.9131723790822965
Halsnaes,FALSE,5,2024-09-23,FALSE,-8,2.9689258025610923
Helsingoer,TRUE,5,2024-09-23,FALSE,-8,3.180894904393566
Herlev,FALSE,5,2024-09-23,FALSE,-8,2.7956954997092276
Hilleroed,FALSE,5,2024-09-23,FALSE,-8,3.457028379795861
Hvidovre,FALSE,5,2024-09-23,FALSE,-8,3.1647676629407466
Hoeje-Taastrup,FALSE,5,2024-09-23,FALSE,-8,2.987635768450998
Hoersholm,FALSE,5,2024-09-23,FALSE,-8,3.103568578522314
Ishoej,FALSE,5,2024-09-23,FALSE,-8,2.7996313111385858
Koebenhavn,TRUE,5,2024-09-23,FALSE,-8,2.8945119992381483
Lyngby-Taarbaek,TRUE,5,2024-09-23,FALSE,-8,2.9811650534437963
Rudersdal,TRUE,5,2024-09-23,FALSE,-8,2.7557983062372475
Roedovre,TRUE,5,2024-09-23,FALSE,-8,2.89373912660865
Taarnby,TRUE,5,2024-09-23,FALSE,-8,3.0888959090784422
Vallensbaek,FALSE,5,2024-09-23,FALSE,-8,3.268629196552784
Faxe,FALSE,5,2024-09-23,FALSE,-8,3.0402197509361994
Greve,TRUE,5,2024-09-23,FALSE,-8,2.9433661075528352
Guldborgsund,TRUE,5,2024-09-23,FALSE,-8,3.221740290457017
Holbaek,TRUE,5,2024-09-23,FALSE,-8,3.2096186025313083
Kalundborg,TRUE,5,2024-09-23,FALSE,-8,2.7839249131879806
Koege,TRUE,5,2024-09-23,FALSE,-8,2.9904436151140543
Lejre,FALSE,5,2024-09-23,FALSE,-8,3.1625658880692655
Lolland,TRUE,5,2024-09-23,FALSE,-8,3.001393122950743
Naestved,TRUE,5,2024-09-23,FALSE,-8,2.960831839042494
Odsherred,FALSE,5,2024-09-23,FALSE,-8,2.91396428374641
Ringsted,FALSE,5,2024-09-23,FALSE,-8,2.9284792855543116
Roskilde,TRUE,5,2024-09-23,FALSE,-8,2.9620743696126284
Slagelse,TRUE,5,2024-09-23,FALSE,-8,2.9376082725263974
Solroed,TRUE,5,2024-09-23,FALSE,-8,2.966083710337749
Soroe,FALSE,5,2024-09-23,FALSE,-8,3.075746640102232
Stevns,TRUE,5,2024-09-23,FALSE,-8,3.363279184194901
Vordingborg,FALSE,5,2024-09-23,FALSE,-8,2.9364901394317013
Assens,FALSE,5,2024-09-23,FALSE,-8,2.9232000596673866
Billund,FALSE,5,2024-09-23,FALSE,-8,2.856983802411721
Esbjerg,FALSE,5,2024-09-23,FALSE,-8,3.313234875134777
Fanoe,FALSE,5,2024-09-23,FALSE,-8,2.7863130771550693
Fredericia,FALSE,5,2024-09-23,FALSE,-8,2.6094397105076297
Faaborg-Midtfyn,FALSE,5,2024-09-23,FALSE,-8,3.1048097354457216
Haderslev,FALSE,5,2024-09-23,FALSE,-8,2.643110639896666
Kerteminde,TRUE,5,2024-09-23,FALSE,-8,2.790158266646708
Kolding,FALSE,5,2024-09-23,FALSE,-8,3.191469482385708
Langeland,TRUE,5,2024-09-23,FALSE,-8,3.148988946552457
Middelfart,TRUE,5,2024-09-23,FALSE,-8,3.080365260890886
Nordfyns,TRUE,5,2024-09-23,FALSE,-8,2.6879820906990077
Nyborg,FALSE,5,2024-09-23,FALSE,-8,2.860119906472248
Odense,TRUE,5,2024-09-23,FALSE,-8,2.8050962556104486
Svendborg,TRUE,5,2024-09-23,FALSE,-8,3.134730674365828
Soenderborg,TRUE,5,2024-09-23,FALSE,-8,2.9179243694185573
Toender,TRUE,5,2024-09-23,FALSE,-8,2.6604314262402236
Varde,TRUE,5,2024-09-23,FALSE,-8,3.107441618928163
Vejen,TRUE,5,2024-09-23,FALSE,-8,3.178450743072089
Vejle,TRUE,5,2024-09-23,FALSE,-8,2.8823090619987486
Aeroe,TRUE,5,2024-09-23,FALSE,-8,2.9108489201639567
Aabenraa,TRUE,5,2024-09-23,FALSE,-8,2.9419005159122857
Favrskov,FALSE,5,2024-09-23,FALSE,-8,2.8770573363264336
Hedensted,TRUE,5,2024-09-23,FALSE,-8,3.1206725381803464
Herning,FALSE,5,2024-09-23,FALSE,-8,2.9887784807679414
Holstebro,TRUE,5,2024-09-23,FALSE,-8,2.876838861435722
Horsens,FALSE,5,2024-09-23,FALSE,-8,2.8477149445446135
Ikast-Brande,FALSE,5,2024-09-23,FALSE,-8,2.929792334445385
Lemvig,TRUE,5,2024-09-23,FALSE,-8,3.047130280640807
Norddjurs,FALSE,5,2024-09-23,FALSE,-8,2.8070559964736783
Odder,FALSE,5,2024-09-23,FALSE,-8,2.8367184479947447
Randers,FALSE,5,2024-09-23,FALSE,-8,2.951211727545108
Ringkoebing-Skjern,FALSE,5,2024-09-23,FALSE,-8,2.7462008651471406
Samsoe,FALSE,5,2024-09-23,FALSE,-8,3.133609303890624
Silkeborg,TRUE,5,2024-09-23,FALSE,-8,3.0214842882346327
Skanderborg,FALSE,5,2024-09-23,FALSE,-8,2.9872852377906547
Skive,FALSE,5,2024-09-23,FALSE,-8,2.543280016288324
Struer,TRUE,5,2024-09-23,FALSE,-8,2.8592323073660384
Syddjurs,FALSE,5,2024-09-23,FALSE,-8,3.0769093147396815
Viborg,TRUE,5,2024-09-23,FALSE,-8,3.052007807100453
Aarhus,TRUE,5,2024-09-23,FALSE,-8,2.8900122819109892
Broenderslev,FALSE,5,2024-09-23,FALSE,-8,2.9837094660836687
Frederikshavn,TRUE,5,2024-09-23,FALSE,-8,3.077471572786576
Hjoerring,FALSE,5,2024-09-23,FALSE,-8,2.981582283557814
Jammerbugt,TRUE,5,2024-09-23,FALSE,-8,3.178200433131161
Laesoe,FALSE,5,2024-09-23,FALSE,-8,3.2325532671128796
Mariagerfjord,FALSE,5,2024-09-23,FALSE,-8,2.8129857159797154
Morsoe,TRUE,5,2024-09-23,FALSE,-8,3.0482120403006365
Rebild,TRUE,5,2024-09-23,FALSE,-8,2.8695276826507436
Thisted,FALSE,5,2024-09-23,FALSE,-8,2.90404271470777
Vesthimmerland,TRUE,5,2024-09-23,FALSE,-8,2.7142722124956102
Aalborg,TRUE,5,2024-09-23,FALSE,-8,2.862656807756499
Albertslund,FALSE,6,2024-09-30,FALSE,-7,3.1335963177219752
Alleroed,FALSE,6,2024-09-30,FALSE,-7,2.9891767796812436
Ballerup,FALSE,6,2024-09-30,FALSE,-7,2.7570508798356763
Bornholm,FALSE,6,2024-09-30,FALSE,-7,2.940499663526641
Broendby,TRUE,6,2024-09-30,FALSE,-7,2.8608059337227547
Dragoer,TRUE,6,2024-09-30,FALSE,-7,2.7807673571074507
Egedal,FALSE,6,2024-09-30,FALSE,-7,3.1243174826839253
Fredensborg,FALSE,6,2024-09-30,FALSE,-7,2.9492980828361333
Frederiksberg,FALSE,6,2024-09-30,FALSE,-7,2.8278503572290474
Frederikssund,TRUE,6,2024-09-30,FALSE,-7,2.802499151365179
Furesoe,FALSE,6,2024-09-30,FALSE,-7,3.0388186171835643
Gentofte,TRUE,6,2024-09-30,FALSE,-7,2.906800632289875
Gladsaxe,FALSE,6,2024-09-30,FALSE,-7,2.893690174483264
Glostrup,TRUE,6,2024-09-30,FALSE,-7,2.881787848685003
Gribskov,TRUE,6,2024-09-30,FALSE,-7,2.843089491876921
Halsnaes,FALSE,6,2024-09-30,FALSE,-7,3.0271937519614758
Helsingoer,TRUE,6,2024-09-30,FALSE,-7,3.214216445633951
Herlev,FALSE,6,2024-09-30,FALSE,-7,2.7333299774436988
Hilleroed,FALSE,6,2024-09-30,FALSE,-7,3.4701453256865618
Hvidovre,FALSE,6,2024-09-30,FALSE,-7,3.1135333329866755
Hoeje-Taastrup,FALSE,6,2024-09-30,FALSE,-7,2.9960560405032806
Hoersholm,FALSE,6,2024-09-30,FALSE,-7,3.1571550448640813
Ishoej,FALSE,6,2024-09-30,FALSE,-7,2.9088176107397783
Koebenhavn,TRUE,6,2024-09-30,FALSE,-7,2.9403239630224127
Lyngby-Taarbaek,TRUE,6,2024-09-30,FALSE,-7,2.996699710955663
Rudersdal,TRUE,6,2024-09-30,FALSE,-7,2.6157646305721287
Roedovre,TRUE,6,2024-09-30,FALSE,-7,2.9416841110594727
Taarnby,TRUE,6,2024-09-30,FALSE,-7,3.195776628329386
Vallensbaek,FALSE,6,2024-09-30,FALSE,-7,3.2708395494708964
Faxe,FALSE,6,2024-09-30,FALSE,-7,3.015842269448124
Greve,TRUE,6,2024-09-30,FALSE,-7,2.9697156725940865
Guldborgsund,TRUE,6,2024-09-30,FALSE,-7,3.2463048869097944
Holbaek,TRUE,6,2024-09-30,FALSE,-7,3.133923701484406
Kalundborg,TRUE,6,2024-09-30,FALSE,-7,2.7297848829027855
Koege,TRUE,6,2024-09-30,FALSE,-7,2.982807048523973
Lejre,FALSE,6,2024-09-30,FALSE,-7,3.1021236032262522
Lolland,TRUE,6,2024-09-30,FALSE,-7,3.026921385423046
Naestved,TRUE,6,2024-09-30,FALSE,-7,2.958266636147636
Odsherred,FALSE,6,2024-09-30,FALSE,-7,2.9462073759723433
Ringsted,FALSE,6,2024-09-30,FALSE,-7,2.989814436673042
Roskilde,TRUE,6,2024-09-30,FALSE,-7,2.976839492009276
Slagelse,TRUE,6,2024-09-30,FALSE,-7,2.8863371654647283
Solroed,TRUE,6,2024-09-30,FALSE,-7,2.942148321984404
Soroe,FALSE,6,2024-09-30,FALSE,-7,3.152036090376224
Stevns,TRUE,6,2024-09-30,FALSE,-7,3.4572131834553557
Vordingborg,FALSE,6,2024-09-30,FALSE,-7,2.8701449143198605
Assens,FALSE,6,2024-09-30,FALSE,-7,2.9314608839581293
Billund,FALSE,6,2024-09-30,FALSE,-7,2.9504056909056846
Esbjerg,FALSE,6,2024-09-30,FALSE,-7,3.253156761915271
Fanoe,FALSE,6,2024-09-30,FALSE,-7,2.8463409027145126
Fredericia,FALSE,6,2024-09-30,FALSE,-7,2.6111057120153753
Faaborg-Midtfyn,FALSE,6,2024-09-30,FALSE,-7,3.0668758710506476
Haderslev,FALSE,6,2024-09-30,FALSE,-7,2.6249052262810397
Kerteminde,TRUE,6,2024-09-30,FALSE,-7,2.8385720752325905
Kolding,FALSE,6,2024-09-30,FALSE,-7,3.1597837000562827
Langeland,TRUE,6,2024-09-30,FALSE,-7,3.1075122845789958
Middelfart,TRUE,6,2024-09-30,FALSE,-7,2.9924265276900814
Nordfyns,TRUE,6,2024-09-30,FALSE,-7,2.634246741829536
Nyborg,FALSE,6,2024-09-30,FALSE,-7,2.9198815176780872
Odense,TRUE,6,2024-09-30,FALSE,-7,2.7300549842446213
Svendborg,TRUE,6,2024-09-30,FALSE,-7,3.085592664104379
Soenderborg,TRUE,6,2024-09-30,FALSE,-7,2.839400842840922
Toender,TRUE,6,2024-09-30,FALSE,-7,2.5919969380561296
Varde,TRUE,6,2024-09-30,FALSE,-7,3.084642364756809
Vejen,TRUE,6,2024-09-30,FALSE,-7,3.207711073990658
Vejle,TRUE,6,2024-09-30,FALSE,-7,2.94062935034589
Aeroe,TRUE,6,2024-09-30,FALSE,-7,2.913161830622049
Aabenraa,TRUE,6,2024-09-30,FALSE,-7,2.972552419375326
Favrskov,FALSE,6,2024-09-30,FALSE,-7,2.8363126684970728
Hedensted,TRUE,6,2024-09-30,FALSE,-7,3.111905594884798
Herning,FALSE,6,2024-09-30,FALSE,-7,3.0263572145999884
Holstebro,TRUE,6,2024-09-30,FALSE,-7,2.6871409868336764
Horsens,FALSE,6,2024-09-30,FALSE,-7,2.779685273608916
Ikast-Brande,FALSE,6,2024-09-30,FALSE,-7,3.0255848989539205
Lemvig,TRUE,6,2024-09-30,FALSE,-7,3.0626211071798894
Norddjurs,FALSE,6,2024-09-30,FALSE,-7,2.871561810457354
Odder,FALSE,6,2024-09-30,FALSE,-7,2.8252763538648873
Randers,FALSE,6,2024-09-30,FALSE,-7,2.9408041535339637
Ringkoebing-Skjern,FALSE,6,2024-09-30,FALSE,-7,2.718166084096539
Samsoe,FALSE,6,2024-09-30,FALSE,-7,3.0982559095227957
Silkeborg,TRUE,6,2024-09-30,FALSE,-7,3.003809525714504
Skanderborg,FALSE,6,2024-09-30,FALSE,-7,3.023636177855092
Skive,FALSE,6,2024-09-30,FALSE,-7,2.550417678993993
Struer,TRUE,6,2024-09-30,FALSE,-7,2.77276986002165
Syddjurs,FALSE,6,2024-09-30,FALSE,-7,3.017308168739836
Viborg,TRUE,6,2024-09-30,FALSE,-7,3.0741011458697423
Aarhus,TRUE,6,2024-09-30,FALSE,-7,2.846931890726878
Broenderslev,FALSE,6,2024-09-30,FALSE,-7,2.95208100313842
Frederikshavn,TRUE,6,2024-09-30,FALSE,-7,3.01216858370253
Hjoerring,FALSE,6,2024-09-30,FALSE,-7,3.0997581322480503
Jammerbugt,TRUE,6,2024-09-30,FALSE,-7,3.145181987055868
Laesoe,FALSE,6,2024-09-30,FALSE,-7,3.2387384242806103
Mariagerfjord,FALSE,6,2024-09-30,FALSE,-7,2.8128492554545765
Morsoe,TRUE,6,2024-09-30,FALSE,-7,2.982984214628671
Rebild,TRUE,6,2024-09-30,FALSE,-7,2.815325280106792
Thisted,FALSE,6,2024-09-30,FALSE,-7,2.978142531480829
Vesthimmerland,TRUE,6,2024-09-30,FALSE,-7,2.7897619457679723
Aalborg,TRUE,6,2024-09-30,FALSE,-7,2.922553230600256
Albertslund,FALSE,7,2024-10-07,FALSE,-6,2.9583342540538284
Alleroed,FALSE,7,2024-10-07,FALSE,-6,2.948592111726811
Ballerup,FALSE,7,2024-10-07,FALSE,-6,2.6072208247772366
Bornholm,FALSE,7,2024-10-07,FALSE,-6,2.8963974611817562
Broendby,TRUE,7,2024-10-07,FALSE,-6,2.7509647805778727
Dragoer,TRUE,7,2024-10-07,FALSE,-6,2.6425347589896937
Egedal,FALSE,7,2024-10-07,FALSE,-6,3.0798983081287683
Fredensborg,FALSE,7,2024-10-07,FALSE,-6,2.917531623978313
Frederiksberg,FALSE,7,2024-10-07,FALSE,-6,2.7381423470934116
Frederikssund,TRUE,7,2024-10-07,FALSE,-6,2.7579319670665536
Furesoe,FALSE,7,2024-10-07,FALSE,-6,2.889184191321841
Gentofte,TRUE,7,2024-10-07,FALSE,-6,2.8462096165532063
Gladsaxe,FALSE,7,2024-10-07,FALSE,-6,2.8089446942854415
Glostrup,TRUE,7,2024-10-07,FALSE,-6,2.7714275287809373
Gribskov,TRUE,7,2024-10-07,FALSE,-6,2.93676026796764
Halsnaes,FALSE,7,2024-10-07,FALSE,-6,2.91430078754556
Helsingoer,TRUE,7,2024-10-07,FALSE,-6,3.124981094895587
Herlev,FALSE,7,2024-10-07,FALSE,-6,2.747757754908482
Hilleroed,FALSE,7,2024-10-07,FALSE,-6,3.4324187148333247
Hvidovre,FALSE,7,2024-10-07,FALSE,-6,3.064882931963483
Hoeje-Taastrup,FALSE,7,2024-10-07,FALSE,-6,3.0083830421531714
Hoersholm,FALSE,7,2024-10-07,FALSE,-6,3.0060733573145604
Ishoej,FALSE,7,2024-10-07,FALSE,-6,2.797131122432525
Koebenhavn,TRUE,7,2024-10-07,FALSE,-6,2.806388540633972
Lyngby-Taarbaek,TRUE,7,2024-10-07,FALSE,-6,2.9550447147506818
Rudersdal,TRUE,7,2024-10-07,FALSE,-6,2.5636388650845117
Roedovre,TRUE,7,2024-10-07,FALSE,-6,2.784651015026039
Taarnby,TRUE,7,2024-10-07,FALSE,-6,3.169615673681229
Vallensbaek,FALSE,7,2024-10-07,FALSE,-6,3.192405921530325
Faxe,FALSE,7,2024-10-07,FALSE,-6,2.9572574790249004
Greve,TRUE,7,2024-10-07,FALSE,-6,2.8665329968644664
Guldborgsund,TRUE,7,2024-10-07,FALSE,-6,3.1441627992683183
Holbaek,TRUE,7,2024-10-07,FALSE,-6,3.0938857640637445
Kalundborg,TRUE,7,2024-10-07,FALSE,-6,2.7194901805725227
Koege,TRUE,7,2024-10-07,FALSE,-6,2.962829966881959
Lejre,FALSE,7,2024-10-07,FALSE,-6,3.003630491654341
Lolland,TRUE,7,2024-10-07,FALSE,-6,2.9798464833070986
Naestved,TRUE,7,2024-10-07,FALSE,-6,2.929341021356474
Odsherred,FALSE,7,2024-10-07,FALSE,-6,2.9281894292313795
Ringsted,FALSE,7,2024-10-07,FALSE,-6,2.919277658543474
Roskilde,TRUE,7,2024-10-07,FALSE,-6,2.858218514786494
Slagelse,TRUE,7,2024-10-07,FALSE,-6,2.9191571302112447
Solroed,TRUE,7,2024-10-07,FALSE,-6,2.9206982709000218
Soroe,FALSE,7,2024-10-07,FALSE,-6,3.0690281109249833
Stevns,TRUE,7,2024-10-07,FALSE,-6,3.310124150140612
Vordingborg,FALSE,7,2024-10-07,FALSE,-6,2.87083253015192
Assens,FALSE,7,2024-10-07,FALSE,-6,2.9467023250520117
Billund,FALSE,7,2024-10-07,FALSE,-6,2.9195720086308534
Esbjerg,FALSE,7,2024-10-07,FALSE,-6,3.2136776205613193
Fanoe,FALSE,7,2024-10-07,FALSE,-6,2.8071163450995487
Fredericia,FALSE,7,2024-10-07,FALSE,-6,2.5465738929767894
Faaborg-Midtfyn,FALSE,7,2024-10-07,FALSE,-6,2.9508291597603664
Haderslev,FALSE,7,2024-10-07,FALSE,-6,2.6392200786486426
Kerteminde,TRUE,7,2024-10-07,FALSE,-6,2.671865881754805
Kolding,FALSE,7,2024-10-07,FALSE,-6,3.1932124910509985
Langeland,TRUE,7,2024-10-07,FALSE,-6,3.0481347209598577
Middelfart,TRUE,7,2024-10-07,FALSE,-6,2.956914105664021
Nordfyns,TRUE,7,2024-10-07,FALSE,-6,2.566908969584858
Nyborg,FALSE,7,2024-10-07,FALSE,-6,2.8554469338561064
Odense,TRUE,7,2024-10-07,FALSE,-6,2.67058502476743
Svendborg,TRUE,7,2024-10-07,FALSE,-6,3.0606157713022664
Soenderborg,TRUE,7,2024-10-07,FALSE,-6,2.9097632924980763
Toender,TRUE,7,2024-10-07,FALSE,-6,2.551765857458053
Varde,TRUE,7,2024-10-07,FALSE,-6,3.0115589045132496
Vejen,TRUE,7,2024-10-07,FALSE,-6,3.1464042461809214
Vejle,TRUE,7,2024-10-07,FALSE,-6,2.726025028664879
Aeroe,TRUE,7,2024-10-07,FALSE,-6,2.8745604802870837
Aabenraa,TRUE,7,2024-10-07,FALSE,-6,2.889290430621591
Favrskov,FALSE,7,2024-10-07,FALSE,-6,2.9029389881068774
Hedensted,TRUE,7,2024-10-07,FALSE,-6,3.1748710662311224
Herning,FALSE,7,2024-10-07,FALSE,-6,2.9132706188252557
Holstebro,TRUE,7,2024-10-07,FALSE,-6,2.8188649597476516
Horsens,FALSE,7,2024-10-07,FALSE,-6,2.7184789036024917
Ikast-Brande,FALSE,7,2024-10-07,FALSE,-6,2.9317349561534214
Lemvig,TRUE,7,2024-10-07,FALSE,-6,2.998862114276878
Norddjurs,FALSE,7,2024-10-07,FALSE,-6,2.804177483915366
Odder,FALSE,7,2024-10-07,FALSE,-6,2.8194633805255616
Randers,FALSE,7,2024-10-07,FALSE,-6,2.8576850817243455
Ringkoebing-Skjern,FALSE,7,2024-10-07,FALSE,-6,2.7268901027202554
Samsoe,FALSE,7,2024-10-07,FALSE,-6,3.049802840512092
Silkeborg,TRUE,7,2024-10-07,FALSE,-6,2.9878800398201
Skanderborg,FALSE,7,2024-10-07,FALSE,-6,3.03105867869391
Skive,FALSE,7,2024-10-07,FALSE,-6,2.437401440033624
Struer,TRUE,7,2024-10-07,FALSE,-6,2.786248922758654
Syddjurs,FALSE,7,2024-10-07,FALSE,-6,3.0249779178980276
Viborg,TRUE,7,2024-10-07,FALSE,-6,2.951868914147505
Aarhus,TRUE,7,2024-10-07,FALSE,-6,2.826171880496656
Broenderslev,FALSE,7,2024-10-07,FALSE,-6,2.8060523063459275
Frederikshavn,TRUE,7,2024-10-07,FALSE,-6,2.9982498191115674
Hjoerring,FALSE,7,2024-10-07,FALSE,-6,2.9937963120463595
Jammerbugt,TRUE,7,2024-10-07,FALSE,-6,3.067200092135318
Laesoe,FALSE,7,2024-10-07,FALSE,-6,3.0818420292720976
Mariagerfjord,FALSE,7,2024-10-07,FALSE,-6,2.8414621335045425
Morsoe,TRUE,7,2024-10-07,FALSE,-6,2.9511602808600763
Rebild,TRUE,7,2024-10-07,FALSE,-6,2.8127797788306186
Thisted,FALSE,7,2024-10-07,FALSE,-6,2.94053571278108
Vesthimmerland,TRUE,7,2024-10-07,FALSE,-6,2.6975201508205506
Aalborg,TRUE,7,2024-10-07,FALSE,-6,2.8804835437594414
Albertslund,FALSE,8,2024-10-14,FALSE,-5,3.172316720941435
Alleroed,FALSE,8,2024-10-14,FALSE,-5,3.075601087308934
Ballerup,FALSE,8,2024-10-14,FALSE,-5,2.863521146917348
Bornholm,FALSE,8,2024-10-14,FALSE,-5,2.999065847708559
Broendby,TRUE,8,2024-10-14,FALSE,-5,2.94428019534503
Dragoer,TRUE,8,2024-10-14,FALSE,-5,2.9424995143662502
Egedal,FALSE,8,2024-10-14,FALSE,-5,3.2960855134744396
Fredensborg,FALSE,8,2024-10-14,FALSE,-5,3.02524760428186
Frederiksberg,FALSE,8,2024-10-14,FALSE,-5,2.8942347494878264
Frederikssund,TRUE,8,2024-10-14,FALSE,-5,3.004920715308237
Furesoe,FALSE,8,2024-10-14,FALSE,-5,3.096163744634843
Gentofte,TRUE,8,2024-10-14,FALSE,-5,3.0184601127912294
Gladsaxe,FALSE,8,2024-10-14,FALSE,-5,2.9225983337064467
Glostrup,TRUE,8,2024-10-14,FALSE,-5,2.9768380710206226
Gribskov,TRUE,8,2024-10-14,FALSE,-5,3.1105922275946782
Halsnaes,FALSE,8,2024-10-14,FALSE,-5,3.0830353582795986
Helsingoer,TRUE,8,2024-10-14,FALSE,-5,3.349421688194247
Herlev,FALSE,8,2024-10-14,FALSE,-5,2.9766466850819295
Hilleroed,FALSE,8,2024-10-14,FALSE,-5,3.5598885776833575
Hvidovre,FALSE,8,2024-10-14,FALSE,-5,3.3243251216902254
Hoeje-Taastrup,FALSE,8,2024-10-14,FALSE,-5,3.065640554163229
Hoersholm,FALSE,8,2024-10-14,FALSE,-5,3.174585494577559
Ishoej,FALSE,8,2024-10-14,FALSE,-5,2.949244010804437
Koebenhavn,TRUE,8,2024-10-14,FALSE,-5,3.0124005489681114
Lyngby-Taarbaek,TRUE,8,2024-10-14,FALSE,-5,3.086532085295812
Rudersdal,TRUE,8,2024-10-14,FALSE,-5,2.762777190555156
Roedovre,TRUE,8,2024-10-14,FALSE,-5,2.989703712538303
Taarnby,TRUE,8,2024-10-14,FALSE,-5,3.282027391739187
Vallensbaek,FALSE,8,2024-10-14,FALSE,-5,3.3884711628103843
Faxe,FALSE,8,2024-10-14,FALSE,-5,3.165589655726481
Greve,TRUE,8,2024-10-14,FALSE,-5,3.0381584476272376
Guldborgsund,TRUE,8,2024-10-14,FALSE,-5,3.269906797607528
Holbaek,TRUE,8,2024-10-14,FALSE,-5,3.3748253394248753
Kalundborg,TRUE,8,2024-10-14,FALSE,-5,2.8233721628033823
Koege,TRUE,8,2024-10-14,FALSE,-5,3.043113703391937
Lejre,FALSE,8,2024-10-14,FALSE,-5,3.172227046962756
Lolland,TRUE,8,2024-10-14,FALSE,-5,3.1086395803659053
Naestved,TRUE,8,2024-10-14,FALSE,-5,3.121350676467975
Odsherred,FALSE,8,2024-10-14,FALSE,-5,3.104738586407967
Ringsted,FALSE,8,2024-10-14,FALSE,-5,3.0993694130193985
Roskilde,TRUE,8,2024-10-14,FALSE,-5,3.0447575261954105
Slagelse,TRUE,8,2024-10-14,FALSE,-5,3.0344773436841295
Solroed,TRUE,8,2024-10-14,FALSE,-5,3.073652684359338
Soroe,FALSE,8,2024-10-14,FALSE,-5,3.1912251987465874
Stevns,TRUE,8,2024-10-14,FALSE,-5,3.4652129699324212
Vordingborg,FALSE,8,2024-10-14,FALSE,-5,3.0007976524514723
Assens,FALSE,8,2024-10-14,FALSE,-5,3.073266785202154
Billund,FALSE,8,2024-10-14,FALSE,-5,2.9774747751605934
Esbjerg,FALSE,8,2024-10-14,FALSE,-5,3.4241315502231546
Fanoe,FALSE,8,2024-10-14,FALSE,-5,2.9340287926070427
Fredericia,FALSE,8,2024-10-14,FALSE,-5,2.647563535470347
Faaborg-Midtfyn,FALSE,8,2024-10-14,FALSE,-5,3.12269082359039
Haderslev,FALSE,8,2024-10-14,FALSE,-5,2.7748186205863443
Kerteminde,TRUE,8,2024-10-14,FALSE,-5,2.8872717668314722
Kolding,FALSE,8,2024-10-14,FALSE,-5,3.311716740428986
Langeland,TRUE,8,2024-10-14,FALSE,-5,3.260991160422287
Middelfart,TRUE,8,2024-10-14,FALSE,-5,3.1815977246717835
Nordfyns,TRUE,8,2024-10-14,FALSE,-5,2.706776395880877
Nyborg,FALSE,8,2024-10-14,FALSE,-5,3.0919627428153516
Odense,TRUE,8,2024-10-14,FALSE,-5,2.789794363864259
Svendborg,TRUE,8,2024-10-14,FALSE,-5,3.2630020556585997
Soenderborg,TRUE,8,2024-10-14,FALSE,-5,3.076116103312122
Toender,TRUE,8,2024-10-14,FALSE,-5,2.70774221109047
Varde,TRUE,8,2024-10-14,FALSE,-5,3.2050445902300018
Vejen,TRUE,8,2024-10-14,FALSE,-5,3.364102886219658
Vejle,TRUE,8,2024-10-14,FALSE,-5,2.9712209499038607
Aeroe,TRUE,8,2024-10-14,FALSE,-5,2.983169971674336
Aabenraa,TRUE,8,2024-10-14,FALSE,-5,3.0852948816433727
Favrskov,FALSE,8,2024-10-14,FALSE,-5,3.0934297616843693
Hedensted,TRUE,8,2024-10-14,FALSE,-5,3.23035888000435
Herning,FALSE,8,2024-10-14,FALSE,-5,3.154563391252025
