report_date;line_item;spend_dkk;impressions;clicks;viewable_rate;attributed_revenue;currency
12/01/2025;HAVEHJ_Prog_Video_Alm_202501;25749.62;298239;1363;0.56;48777.11;DKK
14/01/2022;HAVEHJ_Prog_Video_Alm_202201;4694.56;65391;318;0.863;9094.52;DKK
27/07/2024;HH_Prog_Display_Alm_202407;9268.58;122524;843;0.611;10095.96;DKK
25/08/2022;HAVEHJ_Prog_Display_Alm_202208;19055.06;316271;1432;0.751;30750.03;DKK
06/06/2023;HH_Prog_Display_Havesaeson_202306_kopi;4956.81;57267;314;0.724;3703.36;DKK
17/03/2025;HAVEHJ_Prog_Display_Alm_202503;7924.85;124556;700;0.757;7262.89;DKK
16/11/2022;hh_dk_Prog_Display_BlackFriday_202211;744.87;103490;287;0.551;901.19;EUR
31/07/2022;HH_Prog_Display_Alm_202207_kopi;6006.36;133118;353;0.708;4760.11;DKK
21/12/2025;hh_dk_Prog_Video_Jul_202512;29096.25;636232;2267;0.572;76391.68;DKK
01/06/2025;HAVEHJ_Prog_Video_Havesaeson_202506_kopi;27400.21;387452;1943;0.578;39822.61;DKK
18/02/2025;Havehjornet_Prog_Video_Alm_202502;14224.67;202061;1507;0.596;21146.19;DKK
29/10/2024;HAVEHJ_Prog_Video_Alm_202410;3175.68;277654;1613;0.852;5553.85;EUR
04/06/2025;HAVEHJ_Prog_Video_Havesaeson_202506;4228.62;382667;1853;0.767;6485.29;EUR
11/06/2024;HAVEHJ_Prog_Video_Havesaeson_202406_kopi;1789.98;304132;851;0.738;4086.80;EUR
25/10/2024;HAVEHJ_Prog_Video_Alm_202410_kopi;30866.87;353795;2247;0.818;76401.11;DKK
15/04/2024;hh_dk_Prog_Video_Havesaeson_202404;76447.08;877563;4921;0.862;118076.93;DKK
19/07/2025;HH_Prog_Video_Alm_202507;19075.83;471125;1947;0.775;26051.05;DKK
14/02/2022;HAVEHJ_Prog_Video_Alm_202202;8448.94;110635;451;0.837;18011.11;DKK
11/02/2023;HH_Prog_Video_Alm_202302;47380.79;1189867;4260;0.591;77421.06;DKK
13/08/2022;hh_dk_Prog_Display_Alm_202208;6713.15;183689;518;0.897;7042.92;DKK
20/11/2023;HAVEHJ_Prog_Video_BlackFriday_202311;26606.84;309147;2011;0.569;62631.88;DKK
18/06/2025;HH_Prog_Video_Havesaeson_202506;36357.98;424231;2123;0.675;86055.91;DKK
27/04/2025;HH_Prog_Display_Havesaeson_202504_kopi;894.48;206884;484;0.68;983.71;EUR
31/01/2024;hh_dk_Prog_Video_Alm_202401;25402.18;728810;1368;0.73;72418.64;DKK
07/08/2022;HAVEHJ_Prog_Display_Alm_202208;26029.69;348776;2074;0.804;26294.95;DKK
18/05/2025;HAVEHJ_Prog_Display_Havesaeson_202505;5789.90;83031;330;0.588;8673.63;DKK
10/02/2022;hh_dk_Prog_Display_Alm_202202;1111.02;194514;747;0.772;1655.29;EUR
10/08/2024;HAVEHJ_Prog_Display_Alm_202408;11216.94;243370;776;0.761;22551.44;DKK
29/03/2023;Havehjornet_Prog_Display_Alm_202303;20263.19;407057;1030;0.57;21732.14;DKK
27/11/2024;HAVEHJ_Prog_Display_BlackFriday_202411;1133.01;132698;777;0.663;1100.29;EUR
15/01/2023;hh_dk_Prog_Video_Alm_202301;11260.19;259699;581;0.688;28321.15;DKK
18/04/2025;HAVEHJ_Prog_Video_Havesaeson_202504_kopi;66275.96;1859421;3524;0.673;98336.82;DKK
04/01/2024;hh_dk_Prog_Video_Alm_202401_kopi;4252.98;1027985;2801;0.701;8233.73;EUR
06/01/2023;Havehjornet_Prog_Video_Alm_202301;12927.46;199493;960;0.607;24784.21;DKK
11/10/2022;hh_dk_Prog_Video_Alm_202210_kopi;21689.21;261981;1504;0.671;39085.48;DKK
15/05/2023;HH_Prog_Display_Havesaeson_202305;14025.42;256221;969;0.786;18726.26;DKK
28/01/2025;HH_Prog_Display_Alm_202501;3958.81;63973;273;0.781;4303.85;DKK
29/07/2025;hh_dk_Prog_Video_Alm_202507;6477.75;138683;352;0.597;13727.77;DKK
20/03/2022;HH_Prog_Display_Alm_202203;14958.42;226081;1674;0.589;10935.43;DKK
27/06/2023;HH_Prog_Display_Havesaeson_202306;21897.22;361411;2614;0.673;26054.38;DKK
06/04/2022;Havehjornet_Prog_Video_Havesaeson_202204;18560.77;216085;2301;0.678;45123.23;DKK
03/03/2024;hh_dk_Prog_Display_Alm_202403;6146.79;96241;416;0.701;7745.14;DKK
07/11/2022;HAVEHJ_Prog_Video_BlackFriday_202211;4674.46;506856;1840;0.894;9432.65;EUR
23/07/2023;hh_dk_Prog_Video_Alm_202307;11686.07;272006;770;0.704;25562.25;DKK
12/04/2022;HAVEHJ_Prog_Video_Havesaeson_202204;28394.02;318052;2497;0.615;43229.68;DKK
26/09/2022;HH_Prog_Display_Alm_202209;7107.23;79443;637;0.788;10491.45;DKK
17/07/2024;hh_dk_Prog_Video_Alm_202407;9893.54;186018;877;0.749;15014.11;DKK
05/04/2022;Havehjornet_Prog_Display_Havesaeson_202204;26815.90;344271;2047;0.788;40622.36;DKK
01/03/2025;Havehjornet_Prog_Video_Alm_202503;1074.53;89640;621;0.562;2464.05;EUR
06/05/2025;HAVEHJ_Prog_Video_Havesaeson_202505;30750.49;389241;1760;0.827;55763.43;DKK
16/02/2022;HH_Prog_Video_Alm_202202_kopi;28605.35;500415;1772;0.865;64932.58;DKK
04/06/2025;hh_dk_Prog_Display_Havesaeson_202506;20454.38;451523;1725;0.664;24361.34;DKK
06/06/2025;hh_dk_Prog_Display_Havesaeson_202506_kopi;16635.65;268023;1169;0.899;16795.85;DKK
01/08/2023;Havehjornet_Prog_Video_Alm_202308;6224.59;121995;430;0.57;11040.68;DKK
20/02/2024;HAVEHJ_Prog_Display_Alm_202402;8355.38;179715;670;0.69;11388.56;DKK
06/11/2022;hh_dk_Prog_Display_BlackFriday_202211;16936.78;244297;1205;0.753;15507.46;DKK
28/09/2023;hh_dk_Prog_Video_Alm_202309_kopi;36909.55;528604;1876;0.887;70795.87;DKK
13/12/2024;Havehjornet_Prog_Video_Jul_202412;17521.33;251917;1202;0.786;37130.49;DKK
26/01/2023;HAVEHJ_Prog_Display_Alm_202301;10093.87;125650;577;0.587;16233.73;DKK
22/02/2025;HAVEHJ_Prog_Display_Alm_202502;13702.38;167416;755;0.799;16560.63;DKK
30/04/2023;HAVEHJ_Prog_Display_Havesaeson_202304;4167.11;384589;1779;0.751;4573.12;EUR
14/06/2025;hh_dk_Prog_Video_Havesaeson_202506;16167.11;248233;1714;0.573;23606.94;DKK
28/09/2025;hh_dk_Prog_Video_Alm_202509;15283.33;176515;1587;0.633;19570.67;DKK
20/10/2023;hh_dk_Prog_Display_Alm_202310_kopi;2097.66;188035;1046;0.742;3263.76;EUR
12/09/2023;Havehjornet_Prog_Display_Alm_202309;12465.48;163452;738;0.877;12011.07;DKK
25/02/2024;hh_dk_Prog_Video_Alm_202402;9779.93;160225;564;0.665;19786.31;DKK
22/12/2023;HH_Prog_Display_Jul_202312;5796.62;81031;434;0.691;7747.63;DKK
05/06/2024;hh_dk_Prog_Video_Havesaeson_202406;22701.83;412566;1737;0.837;56714.00;DKK
04/04/2024;hh_dk_Prog_Video_Havesaeson_202404;31698.05;590382;3331;0.811;54968.01;DKK
23/10/2022;HAVEHJ_Prog_Display_Alm_202210;19513.59;334993;2221;0.721;21581.65;DKK
14/03/2025;hh_dk_Prog_Video_Alm_202503;17730.97;247534;1223;0.899;39508.47;DKK
26/08/2022;HH_Prog_Display_Alm_202208;15889.05;348122;1276;0.598;17409.02;DKK
14/08/2024;hh_dk_Prog_Video_Alm_202408;1543.66;155648;651;0.837;1966.12;EUR
05/01/2023;HAVEHJ_Prog_Video_Alm_202301;2332.58;37760;163;0.579;4809.16;DKK
05/11/2023;hh_dk_Prog_Video_BlackFriday_202311;23676.50;330766;1566;0.716;59671.83;DKK
17/12/2024;Havehjornet_Prog_Display_Jul_202412;1285.58;195430;635;0.818;1716.62;EUR
18/09/2024;HAVEHJ_Prog_Display_Alm_202409;16814.40;246786;976;0.814;15231.19;DKK
09/09/2024;Havehjornet_Prog_Video_Alm_202409;12875.25;173249;1018;0.593;21641.96;DKK
18/07/2025;HH_Prog_Display_Alm_202507;738.54;130632;301;0.649;871.20;EUR
10/08/2023;HH_Prog_Display_Alm_202308_kopi;10272.74;171614;680;0.873;9432.97;DKK
05/12/2023;HH_Prog_Display_Jul_202312;6449.46;145767;398;0.836;8465.31;DKK
15/09/2023;HH_Prog_Video_Alm_202309;3494.37;315538;2225;0.839;5914.26;EUR
06/04/2022;HH_Prog_Display_Havesaeson_202204;3427.01;468164;1433;0.859;5522.88;EUR
06/10/2023;Havehjornet_Prog_Display_Alm_202310_kopi;1283.71;117893;597;0.76;1278.81;EUR
21/07/2023;hh_dk_Prog_Video_Alm_202307;7412.58;112473;662;0.734;11924.74;DKK
08/04/2023;hh_dk_Prog_Video_Havesaeson_202304_kopi;13761.34;176241;1154;0.824;26672.38;DKK
05/10/2024;hh_dk_Prog_Display_Alm_202410;13669.47;378511;1604;0.754;17548.70;DKK
07/10/2022;Havehjornet_Prog_Video_Alm_202210;30861.55;998265;3335;0.807;45332.82;DKK
14/01/2025;HAVEHJ_Prog_Display_Alm_202501;1687.70;187346;946;0.642;1500.24;EUR
13/05/2023;HH_Prog_Video_Havesaeson_202305;14082.87;444731;1537;0.84;23443.37;DKK
19/03/2022;HH_Prog_Video_Alm_202203;11818.96;145818;1115;0.64;19317.47;DKK
02/10/2022;Havehjornet_Prog_Video_Alm_202210;40543.48;468603;2645;0.656;103682.37;DKK
12/09/2024;hh_dk_Prog_Display_Alm_202409;19169.63;412256;1939;0.87;18434.77;DKK
16/12/2025;Havehjornet_Prog_Video_Jul_202512;1718.42;407082;957;0.8;1820.48;EUR
31/05/2024;HAVEHJ_Prog_Display_Havesaeson_202405;22424.57;347299;1355;0.854;29004.06;DKK
10/12/2024;hh_dk_Prog_Video_Jul_202412;26115.43;341564;1763;0.669;40535.45;DKK
21/03/2025;Havehjornet_Prog_Display_Alm_202503;17736.42;369972;1258;0.697;23486.79;DKK
25/01/2022;HH_Prog_Display_Alm_202201_kopi;1238.31;146958;905;0.565;1350.71;EUR
06/04/2025;Havehjornet_Prog_Display_Havesaeson_202504;2463.96;349182;2149;0.798;2407.53;EUR
22/12/2025;Havehjornet_Prog_Display_Jul_202512;10438.13;292864;766;0.824;13301.35;DKK
02/09/2025;hh_dk_Prog_Video_Alm_202509;21336.50;293611;1725;0.574;44057.91;DKK
20/05/2023;HH_Prog_Display_Havesaeson_202305;679.66;93179;313;0.676;848.08;EUR
06/01/2025;HAVEHJ_Prog_Video_Alm_202501;1995.67;307876;1202;0.551;2671.74;EUR
24/12/2023;Havehjornet_Prog_Display_Jul_202312;15509.95;252757;1471;0.732;20548.60;DKK
24/01/2023;Havehjornet_Prog_Video_Alm_202301;10958.18;208831;582;0.846;17788.38;DKK
20/11/2022;hh_dk_Prog_Display_BlackFriday_202211;25829.62;307977;1738;0.725;27381.47;DKK
29/05/2022;hh_dk_Prog_Video_Havesaeson_202205;30955.54;986146;3412;0.646;72601.34;DKK
02/03/2024;HAVEHJ_Prog_Video_Alm_202403;24058.25;301474;1815;0.685;40732.01;DKK
03/02/2023;HAVEHJ_Prog_Video_Alm_202302;16295.94;250434;1821;0.612;37011.43;DKK
03/01/2024;Havehjornet_Prog_Display_Alm_202401;13258.27;154405;741;0.703;16672.32;DKK
31/12/2023;hh_dk_Prog_Video_Jul_202312;11656.42;137979;621;0.763;25133.47;DKK
20/01/2023;hh_dk_Prog_Display_Alm_202301;12230.44;139049;712;0.875;14853.87;DKK
29/12/2024;Havehjornet_Prog_Display_Jul_202412;9811.95;119186;531;0.799;8160.90;DKK
05/09/2022;HH_Prog_Video_Alm_202209;13203.19;206914;859;0.842;24801.44;DKK
13/02/2022;Havehjornet_Prog_Video_Alm_202202;46841.21;731897;3925;0.647;112576.83;DKK
24/12/2025;Havehjornet_Prog_Video_Jul_202512;25012.52;372829;1315;0.637;57665.94;DKK
05/01/2022;hh_dk_Prog_Display_Alm_202201;2039.76;428524;1146;0.634;2220.76;EUR
30/08/2025;HAVEHJ_Prog_Display_Alm_202508;7901.49;108852;846;0.74;9252.74;DKK
12/01/2024;hh_dk_Prog_Video_Alm_202401;17311.87;256739;1791;0.569;34788.93;DKK
16/02/2025;Havehjornet_Prog_Display_Alm_202502;13118.75;277197;757;0.63;14364.07;DKK
09/08/2023;Havehjornet_Prog_Video_Alm_202308;4759.40;58470;346;0.725;8548.20;DKK
11/05/2025;hh_dk_Prog_Video_Havesaeson_202505;38053.40;1101784;2281;0.73;86383.94;DKK
26/03/2025;HH_Prog_Video_Alm_202503;25744.55;533265;1344;0.743;52908.68;DKK
19/07/2024;HAVEHJ_Prog_Display_Alm_202407;12366.12;151404;813;0.677;10540.89;DKK
24/06/2022;HAVEHJ_Prog_Video_Havesaeson_202206;25733.92;640788;1845;0.611;50720.29;DKK
24/11/2023;HAVEHJ_Prog_Display_BlackFriday_202311;17220.43;232763;1473;0.899;15009.81;DKK
18/08/2024;Havehjornet_Prog_Display_Alm_202408;13758.88;153456;1153;0.551;19940.70;DKK
22/06/2022;hh_dk_Prog_Display_Havesaeson_202206;32288.52;436599;1807;0.628;30824.17;DKK
19/02/2024;hh_dk_Prog_Display_Alm_202402;21539.44;362663;1406;0.746;27343.10;DKK
08/11/2022;HH_Prog_Display_BlackFriday_202211;1731.73;405523;761;0.704;2417.34;EUR
30/05/2022;HH_Prog_Video_Havesaeson_202205;36693.78;505349;4355;0.577;56232.78;DKK
25/02/2023;hh_dk_Prog_Display_Alm_202302_kopi;18828.97;234466;1997;0.666;19708.71;DKK
02/02/2024;HAVEHJ_Prog_Video_Alm_202402;9974.87;242757;692;0.849;18964.72;DKK
14/09/2025;Havehjornet_Prog_Display_Alm_202509;21802.65;247254;1875;0.75;28775.74;DKK
20/01/2024;Havehjornet_Prog_Video_Alm_202401;28505.47;448715;2538;0.894;66927.74;DKK
12/01/2023;Havehjornet_Prog_Video_Alm_202301;1633.72;205045;959;0.845;3843.10;EUR
05/02/2022;HH_Prog_Display_Alm_202202;18658.00;341910;2155;0.848;20688.49;DKK
17/10/2025;hh_dk_Prog_Video_Alm_202510;1599.79;205466;672;0.553;3964.51;EUR
24/06/2025;HAVEHJ_Prog_Video_Havesaeson_202506_kopi;9338.63;196444;1021;0.827;17604.38;DKK
17/08/2024;HAVEHJ_Prog_Display_Alm_202408;15808.57;480220;1010;0.725;24136.53;DKK
02/11/2025;Havehjornet_Prog_Display_BlackFriday_202511;10274.64;143427;588;0.707;14669.24;DKK
17/09/2023;hh_dk_Prog_Display_Alm_202309;20500.31;323946;1955;0.782;32384.95;DKK
23/05/2024;Havehjornet_Prog_Display_Havesaeson_202405;8782.09;122760;453;0.666;9725.47;DKK
12/08/2022;HH_Prog_Display_Alm_202208;12792.02;344511;802;0.847;13624.48;DKK
08/11/2024;Havehjornet_Prog_Video_BlackFriday_202411;51255.18;648398;4905;0.687;106011.45;DKK
22/10/2024;hh_dk_Prog_Video_Alm_202410;19185.77;401104;1756;0.854;35591.71;DKK
09/01/2025;HH_Prog_Display_Alm_202501;5841.14;80868;648;0.836;7780.64;DKK
13/10/2023;Havehjornet_Prog_Video_Alm_202310;7892.59;221103;515;0.582;29076.95;DKK
14/05/2022;HH_Prog_Display_Havesaeson_202205;13878.16;166061;1731;0.66;17228.60;DKK
24/08/2022;Havehjornet_Prog_Display_Alm_202208;8598.36;258073;949;0.804;6933.40;DKK
05/07/2022;HAVEHJ_Prog_Display_Alm_202207;4090.97;64127;207;0.857;4707.80;DKK
21/06/2025;Havehjornet_Prog_Video_Havesaeson_202506;32834.73;372260;2112;0.859;82091.60;DKK
13/12/2023;HH_Prog_Video_Jul_202312;36051.50;492173;3305;0.761;69227.67;DKK
03/01/2024;HH_Prog_Video_Alm_202401;14958.98;172085;1420;0.704;27469.55;DKK
15/08/2024;hh_dk_Prog_Video_Alm_202408;21684.87;290044;2260;0.885;36465.78;DKK
25/07/2024;HAVEHJ_Prog_Video_Alm_202407;2781.87;352258;1666;0.822;4210.56;EUR
30/05/2023;HAVEHJ_Prog_Video_Havesaeson_202305;23256.79;678346;1304;0.815;54622.53;DKK
22/06/2023;Havehjornet_Prog_Video_Havesaeson_202306;14017.07;160362;1226;0.785;30790.22;DKK
23/10/2025;HAVEHJ_Prog_Video_Alm_202510;15190.46;191179;1567;0.663;29233.00;DKK
20/11/2025;hh_dk_Prog_Display_BlackFriday_202511;13591.50;240759;1021;0.724;15221.28;DKK
17/08/2023;Havehjornet_Prog_Video_Alm_202308;17285.73;559253;1973;0.723;37606.11;DKK
23/07/2022;Havehjornet_Prog_Display_Alm_202207;9634.71;247266;1173;0.751;13008.47;DKK
13/11/2023;Havehjornet_Prog_Video_BlackFriday_202311;27559.03;516383;1928;0.885;53114.23;DKK
24/02/2024;hh_dk_Prog_Video_Alm_202402_kopi;12908.99;145375;646;0.631;25762.00;DKK
21/08/2024;Havehjornet_Prog_Display_Alm_202408;16137.52;502040;1037;0.808;19601.91;DKK
07/09/2024;Havehjornet_Prog_Display_Alm_202409;12712.80;196346;680;0.586;14146.40;DKK
08/08/2025;HAVEHJ_Prog_Video_Alm_202508;14211.20;321849;1414;0.856;30561.83;DKK
22/10/2025;hh_dk_Prog_Display_Alm_202510;26018.87;516387;2435;0.683;33973.79;DKK
15/09/2023;HAVEHJ_Prog_Display_Alm_202309;14025.69;184424;861;0.612;22985.09;DKK
06/05/2022;HH_Prog_Display_Havesaeson_202205;5613.02;95083;316;0.881;7335.79;DKK
01/02/2024;HAVEHJ_Prog_Display_Alm_202402;49416.96;638441;3965;0.888;69704.93;DKK
21/08/2025;hh_dk_Prog_Video_Alm_202508_kopi;19067.20;278724;1003;0.653;49534.29;DKK
22/08/2024;HAVEHJ_Prog_Display_Alm_202408;10613.37;118782;691;0.708;14508.19;DKK
08/05/2024;HH_Prog_Display_Havesaeson_202405;19208.05;401777;995;0.722;19273.00;DKK
29/04/2023;HAVEHJ_Prog_Display_Havesaeson_202304;5539.14;71701;338;0.611;5737.02;DKK
01/07/2025;Havehjornet_Prog_Display_Alm_202507;19136.05;450596;1006;0.637;12091.56;DKK
18/04/2022;Havehjornet_Prog_Video_Havesaeson_202204;15333.82;202753;833;0.621;34830.48;DKK
10/02/2025;HH_Prog_Video_Alm_202502;43216.99;1094200;4511;0.811;79767.91;DKK
06/10/2022;hh_dk_Prog_Video_Alm_202210;12390.21;261743;984;0.742;29939.41;DKK
21/10/2023;HH_Prog_Display_Alm_202310;2269.49;284567;1325;0.865;1875.66;EUR
20/07/2022;HAVEHJ_Prog_Display_Alm_202207;952.98;85945;550;0.667;1658.06;EUR
08/06/2022;hh_dk_Prog_Display_Havesaeson_202206_kopi;9474.18;231311;1025;0.631;9183.14;DKK
08/05/2023;Havehjornet_Prog_Video_Havesaeson_202305;49142.34;1530909;4840;0.862;100729.14;DKK
03/08/2022;HH_Prog_Display_Alm_202208;14924.84;204145;753;0.891;19968.18;DKK
30/05/2023;HAVEHJ_Prog_Video_Havesaeson_202305;23256.79;678346;1304;0.815;54622.53;DKK
02/10/2025;hh_dk_Prog_Video_Alm_202510_kopi;6300.68;95438;627;0.568;12662.41;DKK
29/08/2022;HAVEHJ_Prog_Video_Alm_202208;11427.29;188827;794;0.803;28815.09;DKK
29/03/2024;HH_Prog_Display_Alm_202403;5561.66;90792;299;0.672;7301.08;DKK
03/02/2022;hh_dk_Prog_Display_Alm_202202_kopi;21279.03;540859;1209;0.593;29074.73;DKK
22/06/2024;hh_dk_Prog_Video_Havesaeson_202406;2412.12;295267;2197;0.672;5619.81;EUR
19/07/2023;Havehjornet_Prog_Video_Alm_202307;5713.20;82285;303;0.608;8675.82;DKK
17/02/2022;HH_Prog_Display_Alm_202202;9239.23;291127;475;0.638;10452.35;DKK
14/10/2023;HAVEHJ_Prog_Display_Alm_202310;16428.01;362605;1042;0.647;34203.29;DKK
25/11/2022;HAVEHJ_Prog_Display_BlackFriday_202211;9593.40;140079;1002;0.626;9200.54;DKK
17/05/2024;hh_dk_Prog_Video_Havesaeson_202405;35237.96;428653;1772;0.653;84622.11;DKK
30/10/2024;Havehjornet_Prog_Display_Alm_202410;17165.59;258680;883;0.686;18533.56;DKK
21/04/2024;HH_Prog_Video_Havesaeson_202404;17139.28;402419;2041;0.688;32706.96;DKK
15/03/2024;HH_Prog_Video_Alm_202403;11436.67;321275;671;0.736;22210.73;DKK
17/06/2022;HH_Prog_Video_Havesaeson_202206;51489.10;968771;4485;0.599;127678.13;DKK
11/01/2022;HAVEHJ_Prog_Display_Alm_202201;6379.03;90432;488;0.655;5722.08;DKK
09/11/2024;hh_dk_Prog_Video_BlackFriday_202411;14543.69;230986;863;0.613;29820.77;DKK
29/12/2024;HAVEHJ_Prog_Video_Jul_202412;10264.89;160992;518;0.679;18111.70;DKK
06/10/2024;HH_Prog_Video_Alm_202410;15869.80;352761;1112;0.754;32735.55;DKK
19/02/2025;HAVEHJ_Prog_Display_Alm_202502;7835.19;202567;532;0.696;10527.17;DKK
20/09/2025;HAVEHJ_Prog_Display_Alm_202509;12355.06;163017;744;0.622;15168.98;DKK
03/09/2025;HAVEHJ_Prog_Display_Alm_202509;3605.20;44607;273;0.714;2960.85;DKK
05/02/2025;Havehjornet_Prog_Display_Alm_202502;7889.37;117607;588;0.894;8321.67;DKK
03/08/2023;Havehjornet_Prog_Display_Alm_202308;3525.54;51847;311;0.682;4504.72;DKK
27/02/2023;HH_Prog_Display_Alm_202302;15240.53;173087;1073;0.65;21620.37;DKK
22/07/2025;Havehjornet_Prog_Video_Alm_202507;17571.11;295549;1271;0.633;23149.59;DKK
08/01/2023;hh_dk_Prog_Display_Alm_202301;14551.65;237511;878;0.624;17243.94;DKK
22/05/2025;Havehjornet_Prog_Video_Havesaeson_202505;13327.48;164735;1039;0.727;20051.37;DKK
24/04/2024;HH_Prog_Video_Havesaeson_202404;34296.03;477794;3402;0.808;56966.40;DKK
31/10/2025;HAVEHJ_Prog_Display_Alm_202510;6797.28;222074;520;0.775;9179.89;DKK
28/03/2025;hh_dk_Prog_Display_Alm_202503;2008.83;374505;1247;0.643;2012.50;EUR
24/03/2025;hh_dk_Prog_Video_Alm_202503;10594.28;124896;1223;0.816;19757.32;DKK
10/04/2024;HAVEHJ_Prog_Video_Havesaeson_202404;14931.37;211441;1147;0.821;18510.12;DKK
09/08/2023;hh_dk_Prog_Display_Alm_202308_kopi;12598.55;168495;1537;0.761;16252.48;DKK
16/01/2024;HH_Prog_Display_Alm_202401;25163.48;531792;3059;0.594;34351.50;DKK
10/05/2022;Havehjornet_Prog_Video_Havesaeson_202205;61750.13;1330433;3689;0.879;124167.83;DKK
04/12/2023;HAVEHJ_Prog_Display_Jul_202312;22064.87;488787;2308;0.599;25117.37;DKK
15/11/2023;HH_Prog_Display_BlackFriday_202311;23685.85;328453;2172;0.679;26594.38;DKK
06/01/2025;hh_dk_Prog_Display_Alm_202501;13984.78;162616;961;0.684;18793.67;DKK
10/01/2022;HAVEHJ_Prog_Display_Alm_202201;6737.13;216576;453;0.705;7023.38;DKK
16/09/2024;HAVEHJ_Prog_Video_Alm_202409;1292.00;124277;630;0.622;2698.03;EUR
19/11/2025;HH_Prog_Video_BlackFriday_202511_kopi;11725.12;199294;800;0.65;14240.85;DKK
10/05/2024;hh_dk_Prog_Display_Havesaeson_202405;6134.24;150755;368;0.641;5621.31;DKK
19/06/2023;HAVEHJ_Prog_Display_Havesaeson_202306;15443.40;302481;830;0.626;12826.68;DKK
05/07/2024;hh_dk_Prog_Video_Alm_202407;15813.16;206382;1967;0.566;40888.72;DKK
07/01/2023;hh_dk_Prog_Display_Alm_202301;1461.81;164090;847;0.734;1738.57;EUR
10/05/2023;Havehjornet_Prog_Video_Havesaeson_202305;59766.94;787877;3685;0.877;99648.91;DKK
10/10/2024;HH_Prog_Video_Alm_202410;7976.93;105935;670;0.859;17784.58;DKK
21/08/2022;hh_dk_Prog_Display_Alm_202208;15229.26;191830;1305;0.743;10885.57;DKK
17/05/2022;Havehjornet_Prog_Display_Havesaeson_202205;7126.53;181638;457;0.608;6845.31;DKK
30/07/2024;Havehjornet_Prog_Display_Alm_202407;16720.63;288618;944;0.572;15981.35;DKK
09/01/2024;hh_dk_Prog_Display_Alm_202401;11850.84;157062;666;0.649;15378.67;DKK
29/08/2023;HAVEHJ_Prog_Video_Alm_202308_kopi;26209.95;408120;1415;0.582;51161.96;DKK
08/12/2022;Havehjornet_Prog_Video_Jul_202212;56834.59;796730;3154;0.774;117621.63;DKK
28/06/2022;HH_Prog_Display_Havesaeson_202206;30019.49;607635;2003;0.659;45333.16;DKK
25/06/2024;Havehjornet_Prog_Display_Havesaeson_202406;2971.72;470860;2194;0.785;4678.24;EUR
16/06/2023;hh_dk_Prog_Video_Havesaeson_202306;18596.42;377511;1785;0.614;39667.31;DKK
22/06/2024;Havehjornet_Prog_Display_Havesaeson_202406;18179.77;312295;1429;0.731;18702.95;DKK
28/04/2025;HH_Prog_Video_Havesaeson_202504;2183.77;258687;965;0.561;3105.97;EUR
26/09/2025;HAVEHJ_Prog_Video_Alm_202509;9084.94;190452;542;0.555;17171.99;DKK
23/11/2022;HAVEHJ_Prog_Display_BlackFriday_202211;17944.13;310838;927;0.708;20277.71;DKK
25/02/2023;Havehjornet_Prog_Video_Alm_202302;3937.77;821689;2549;0.855;7154.62;EUR
13/09/2023;HAVEHJ_Prog_Video_Alm_202309;8058.41;94497;728;0.569;14169.23;DKK
30/09/2023;HH_Prog_Video_Alm_202309;15317.57;174603;892;0.876;29802.91;DKK
02/02/2023;Havehjornet_Prog_Display_Alm_202302;1946.43;238526;999;0.726;2686.92;EUR
16/10/2022;HAVEHJ_Prog_Video_Alm_202210;12573.34;142451;1352;0.762;19714.53;DKK
17/08/2025;HAVEHJ_Prog_Video_Alm_202508;12532.65;198508;1446;0.893;28841.14;DKK
02/02/2025;HAVEHJ_Prog_Video_Alm_202502_kopi;18606.14;222738;990;0.775;48690.20;DKK
11/03/2025;hh_dk_Prog_Video_Alm_202503;13954.91;171239;1353;0.618;34527.53;DKK
17/11/2022;Havehjornet_Prog_Video_BlackFriday_202211;31861.43;383565;1807;0.728;74349.03;DKK
05/04/2022;HAVEHJ_Prog_Video_Havesaeson_202204;17480.37;305250;1750;0.564;27767.11;DKK
02/08/2025;Havehjornet_Prog_Video_Alm_202508;8237.15;158915;571;0.841;18991.65;DKK
02/02/2024;hh_dk_Prog_Display_Alm_202402;3780.96;97449;363;0.762;5761.38;DKK
01/02/2023;HAVEHJ_Prog_Display_Alm_202302;12540.34;286087;1295;0.864;11662.13;DKK
27/11/2022;Havehjornet_Prog_Display_BlackFriday_202211;1065.72;155540;936;0.666;1228.03;EUR
15/11/2025;Havehjornet_Prog_Display_BlackFriday_202511;14675.27;209365;842;0.636;13892.45;DKK
08/05/2025;HH_Prog_Display_Havesaeson_202505;6268.99;91311;442;0.615;6022.29;DKK
27/05/2022;Havehjornet_Prog_Video_Havesaeson_202205;8175.59;117420;661;0.728;18779.76;DKK
03/07/2025;HAVEHJ_Prog_Video_Alm_202507;12438.94;247913;730;0.78;21128.83;DKK
05/09/2025;hh_dk_Prog_Video_Alm_202509;21304.82;241042;1818;0.713;39436.45;DKK
06/03/2022;Havehjornet_Prog_Display_Alm_202203;15335.01;351867;1265;0.562;16653.53;DKK
24/02/2024;HAVEHJ_Prog_Display_Alm_202402;2651.98;462906;1017;0.585;3002.50;EUR
15/12/2022;hh_dk_Prog_Video_Jul_202212;27786.36;489124;3309;0.713;44635.52;DKK
