Campaign name;Amount spent (DKK);Impressions;Link clicks;Purchases;Purchase conversion value;date_str;currency
Havehjornet_Social_Prospecting_BlackFriday_202411;31348,68;602119;6525;161;77194,74;10.11.2024;DKK
Havehjornet_Social_Retargeting_Alm_202508;3952,37;35252;1080;17;10776,84;21.08.2025;DKK
HAVEHJ_Social_Retargeting_Alm_202407;4352,07;26904;998;18;11775,26;10.07.2024;DKK
hh_dk_Social_Retargeting_Alm_202403;3501,44;37630;490;17;6425,60;22.03.2024;DKK
HH_Social_Retargeting_BlackFriday_202311;16949,91;107558;3041;82;50899,48;23.11.2023;DKK
hh_dk_Social_Retargeting_Havesaeson_202205;7301,23;41794;1538;35;16213,41;10.05.2022;DKK
Havehjornet_Social_Prospecting_Alm_202202;2753,24;209166;3523;104;8655,06;13.02.2022;EUR
Havehjornet_Social_Prospecting_Alm_202202;4403,73;253016;6572;141;15839,99;28.02.2022;EUR
HH_Social_Retargeting_Alm_202501;288,17;16742;383;10;905,02;04.01.2025;EUR
HH_Social_Retargeting_Jul_202212;885,88;61577;1085;32;1639,07;22.12.2022;EUR
Havehjornet_Social_Retargeting_Alm_202202;3977,00;51011;620;19;9386,11;02.02.2022;DKK
HAVEHJ_Social_Retargeting_Alm_202307;1029,01;79823;1623;35;4173,78;02.07.2023;EUR
HAVEHJ_Social_Prospecting_Havesaeson_202406;13799,06;96017;1783;61;51440,35;16.06.2024;DKK
HAVEHJ_Social_Prospecting_BlackFriday_202311;26496,29;230455;4615;134;87480,62;29.11.2023;DKK
hh_dk_Social_Prospecting_Alm_202408_kopi;4234,70;196859;5207;168;12416,82;11.08.2024;EUR
hh_dk_Social_Prospecting_Alm_202207;15230,74;92861;2524;80;45404,46;25.07.2022;DKK
HAVEHJ_Social_Prospecting_Alm_202509;3627,74;19560;711;18;9118,62;28.09.2025;DKK
Havehjornet_Social_Prospecting_Alm_202303_kopi;28740,10;205658;3835;156;73132,95;05.03.2023;DKK
Havehjornet_Social_Retargeting_Havesaeson_202304;1439,27;9121;343;6;4451,85;26.04.2023;DKK
hh_dk_Social_Prospecting_Alm_202207_kopi;23348,77;182863;4072;100;56664,33;26.07.2022;DKK
Havehjornet_Social_Prospecting_Havesaeson_202305;6443,39;261782;6842;234;19973,32;30.05.2023;EUR
HH_Social_Retargeting_Alm_202408;1551,51;153239;1726;55;3904,22;27.08.2024;EUR
HH_Social_Prospecting_Alm_202308_kopi;48848,79;369438;9601;198;88739,68;20.08.2023;DKK
hh_dk_Social_Prospecting_Alm_202510;1443,17;102444;1781;60;3853,48;19.10.2025;EUR
hh_dk_Social_Retargeting_Havesaeson_202506;3680,68;60986;839;15;9649,97;14.06.2025;DKK
HH_Social_Prospecting_Havesaeson_202306;16478,18;215940;2106;86;37308,58;26.06.2023;DKK
Havehjornet_Social_Prospecting_Alm_202503;4961,67;256029;12056;172;14904,50;11.03.2025;EUR
HAVEHJ_Social_Retargeting_Alm_202208;6279,28;87164;927;27;14811,51;14.08.2022;DKK
HAVEHJ_Social_Retargeting_Jul_202312;12399,34;142485;1679;59;39900,24;01.12.2023;DKK
hh_dk_Social_Prospecting_Alm_202503;15412,98;141015;3739;66;50894,66;21.03.2025;DKK
HH_Social_Prospecting_Havesaeson_202406;8227,90;73866;1231;33;30105,25;08.06.2024;DKK
HAVEHJ_Social_Prospecting_Jul_202512;2149,75;84497;4225;73;6069,24;11.12.2025;EUR
HAVEHJ_Social_Retargeting_Alm_202203;7343,88;44606;1884;28;18500,17;12.03.2022;DKK
HH_Social_Prospecting_Alm_202207;5213,67;44525;841;26;10267,49;03.07.2022;DKK
HH_Social_Prospecting_Alm_202402;9022,43;72238;2911;37;23170,79;24.02.2024;DKK
HH_Social_Retargeting_Alm_202501;2589,57;17482;332;13;4771,17;10.01.2025;DKK
Havehjornet_Social_Retargeting_Alm_202409;12257,45;86104;1700;51;28098,65;18.09.2024;DKK
hh_dk_Social_Retargeting_Alm_202401;12520,29;62764;3909;57;24600,73;17.01.2024;DKK
hh_dk_Social_Retargeting_Havesaeson_202204;6200,44;87768;915;29;18563,24;07.04.2022;DKK
HH_Social_Retargeting_Havesaeson_202206;2982,90;39804;610;11;7792,97;24.06.2022;DKK
HH_Social_Prospecting_BlackFriday_202511;33472,56;439596;9131;166;116120,50;19.11.2025;DKK
Havehjornet_Social_Retargeting_Havesaeson_202206;1740,59;9738;541;7;5185,54;22.06.2022;DKK
Havehjornet_Social_Prospecting_Havesaeson_202504_kopi;4598,86;25000;612;24;11269,12;01.04.2025;DKK
HAVEHJ_Social_Prospecting_Alm_202303;22569,34;196046;3394;103;54601,08;03.03.2023;DKK
hh_dk_Social_Retargeting_BlackFriday_202411;7512,38;73312;1395;30;15360,58;26.11.2024;DKK
HH_Social_Prospecting_BlackFriday_202211;14615,08;190209;3770;72;33581,58;05.11.2022;DKK
HH_Social_Prospecting_Alm_202310;7180,48;90536;2105;32;17085,29;13.10.2023;DKK
HAVEHJ_Social_Prospecting_Alm_202310;23089,79;147281;2895;97;60212,39;23.10.2023;DKK
hh_dk_Social_Prospecting_Havesaeson_202205;32971,89;309969;6061;150;103007,04;03.05.2022;DKK
hh_dk_Social_Prospecting_Alm_202510_kopi;21612,05;151055;5796;110;82101,64;08.10.2025;DKK
HH_Social_Retargeting_Jul_202512;6573,59;60205;996;32;13605,82;26.12.2025;DKK
HAVEHJ_Social_Prospecting_Alm_202208;29980,06;308461;8245;152;111346,07;16.08.2022;DKK
HAVEHJ_Social_Retargeting_Alm_202303_kopi;1422,91;96009;1834;47;4231,98;18.03.2023;EUR
HH_Social_Retargeting_Havesaeson_202205;4830,75;45353;729;20;12562,10;08.05.2022;DKK
HAVEHJ_Social_Retargeting_Alm_202201;7566,72;58968;1778;29;16505,33;10.01.2022;DKK
HAVEHJ_Social_Retargeting_Alm_202408;7806,16;46474;1026;30;21747,07;09.08.2024;DKK
HH_Social_Prospecting_Alm_202308;1929,07;111344;1848;77;6628,10;28.08.2023;EUR
Havehjornet_Social_Prospecting_Alm_202508;55865,79;585097;10284;232;131949,12;06.08.2025;DKK
hh_dk_Social_Retargeting_Havesaeson_202505;6910,70;47173;1545;28;21726,05;25.05.2025;DKK
HAVEHJ_Social_Retargeting_Alm_202201;378,44;21787;532;13;842,31;06.01.2022;EUR
HH_Social_Prospecting_Alm_202310;6673,64;36884;1511;31;14848,48;01.10.2023;DKK
Havehjornet_Social_Prospecting_Havesaeson_202505;28514,65;225687;3714;135;86601,21;12.05.2025;DKK
HH_Social_Prospecting_Alm_202509;6888,85;110695;1166;29;22529,68;03.09.2025;DKK
Havehjornet_Social_Retargeting_Havesaeson_202404;8413,71;45148;1387;31;16255,66;18.04.2024;DKK
HAVEHJ_Social_Retargeting_BlackFriday_202211;1141,68;64800;2110;40;3085,90;18.11.2022;EUR
HH_Social_Retargeting_Havesaeson_202404;5666,95;30306;1401;27;16429,24;19.04.2024;DKK
HH_Social_Retargeting_Alm_202303;5693,74;32160;988;22;16856,86;30.03.2023;DKK
Havehjornet_Social_Prospecting_Alm_202203;50170,96;265022;7945;252;146205,61;15.03.2022;DKK
HH_Social_Retargeting_Alm_202202;15447,22;242021;3077;60;38112,82;13.02.2022;DKK
hh_dk_Social_Prospecting_Alm_202401;714,42;35136;683;22;1870,10;17.01.2024;EUR
hh_dk_Social_Retargeting_Alm_202402;647,04;28681;1088;19;1456,64;04.02.2024;EUR
HAVEHJ_Social_Prospecting_Havesaeson_202405;51751,85;445588;8583;224;140379,48;09.05.2024;DKK
HH_Social_Retargeting_Alm_202407;9752,16;115668;1793;49;40344,71;11.07.2024;DKK
HAVEHJ_Social_Retargeting_Alm_202401;2490,09;17100;418;11;6751,22;16.01.2024;DKK
HAVEHJ_Social_Prospecting_Alm_202302_kopi;45742,69;454423;12298;207;162831,97;20.02.2023;DKK
hh_dk_Social_Prospecting_Alm_202409;8700,62;97084;2580;46;17808,38;21.09.2024;DKK
Havehjornet_Social_Prospecting_Alm_202410;11142,88;186954;2979;48;31360,94;04.10.2024;DKK
hh_dk_Social_Retargeting_Alm_202302;12177,66;69114;3817;56;24810,24;23.02.2023;DKK
HH_Social_Prospecting_Havesaeson_202306_kopi;27688,88;423033;5180;156;41070,95;16.06.2023;DKK
hh_dk_Social_Retargeting_Alm_202301;5628,21;43161;1526;25;17747,77;13.01.2023;DKK
HH_Social_Retargeting_Jul_202312;23458,08;281245;3811;95;49231,45;17.12.2023;DKK
HH_Social_Prospecting_Alm_202501_kopi;25016,22;348766;3649;102;91925,60;01.01.2025;DKK
HH_Social_Retargeting_Alm_202203_kopi;976,48;123353;1284;30;2215,56;10.03.2022;EUR
HAVEHJ_Social_Prospecting_Havesaeson_202305;41374,19;224713;5375;169;103674,21;02.05.2023;DKK
Havehjornet_Social_Prospecting_Alm_202307;27254,47;141434;6322;124;90587,58;08.07.2023;DKK
HAVEHJ_Social_Retargeting_Alm_202309_kopi;1164,00;67366;1194;36;3178,89;07.09.2023;EUR
HH_Social_Retargeting_Alm_202507;688,29;39172;913;19;1514,98;19.07.2025;EUR
Havehjornet_Social_Retargeting_Havesaeson_202505;6527,29;74048;890;33;16323,34;03.05.2025;DKK
HH_Social_Retargeting_Alm_202408;13150,73;98390;3376;53;32221,72;20.08.2024;DKK
Havehjornet_Social_Prospecting_Alm_202210;24901,23;476758;6563;128;52225,40;18.10.2022;DKK
HH_Social_Prospecting_Alm_202510_kopi;2285,40;11596;404;12;4935,23;12.10.2025;DKK
hh_dk_Social_Retargeting_Alm_202501_kopi;9408,59;109945;1785;44;19306,01;07.01.2025;DKK
Havehjornet_Social_Retargeting_BlackFriday_202511;11853,62;83082;1712;44;29147,52;13.11.2025;DKK
Havehjornet_Social_Prospecting_Havesaeson_202404;2525,90;132150;2562;93;7251,71;02.04.2024;EUR
Havehjornet_Social_Prospecting_Alm_202409;12116,76;78190;2392;53;34952,68;15.09.2024;DKK
Havehjornet_Social_Prospecting_Havesaeson_202405;32682,44;206409;7138;179;105539,19;15.05.2024;DKK
HH_Social_Retargeting_Jul_202212_kopi;10038,65;77272;1980;50;22787,26;03.12.2022;DKK
HH_Social_Prospecting_Alm_202210;7248,96;38140;2141;38;21372,45;01.10.2022;DKK
HH_Social_Retargeting_Alm_202403_kopi;12742,43;94030;1597;56;33304,69;28.03.2024;DKK
hh_dk_Social_Prospecting_BlackFriday_202411;3553,40;470707;3926;111;12610,28;03.11.2024;EUR
hh_dk_Social_Prospecting_Havesaeson_202305;9752,95;76295;2117;42;29736,58;20.05.2023;DKK
Havehjornet_Social_Prospecting_Alm_202502;18701,33;111223;4748;81;49639,23;13.02.2025;DKK
HH_Social_Retargeting_Havesaeson_202206;7753,69;60593;1306;31;18868,54;28.06.2022;DKK
HH_Social_Prospecting_Alm_202208;12333,78;75601;1961;65;31701,77;31.08.2022;DKK
HH_Social_Prospecting_Alm_202301;581,67;33409;639;23;1669,82;10.01.2023;EUR
HAVEHJ_Social_Retargeting_Alm_202202;10040,71;71029;1686;41;21322,70;26.02.2022;DKK
Havehjornet_Social_Retargeting_Alm_202301_kopi;1443,42;116551;1757;40;4435,02;15.01.2023;EUR
hh_dk_Social_Retargeting_Alm_202507_kopi;1138,88;118265;1756;40;2771,99;26.07.2025;EUR
hh_dk_Social_Retargeting_Havesaeson_202404;6032,58;79243;920;27;13862,42;26.04.2024;DKK
Havehjornet_Social_Retargeting_Havesaeson_202306;5179,03;53934;932;25;13570,29;22.06.2023;DKK
Havehjornet_Social_Prospecting_Alm_202301;10203,29;59600;1723;42;17727,44;19.01.2023;DKK
HH_Social_Retargeting_Jul_202312;3616,71;27594;628;15;6775,80;16.12.2023;DKK
HAVEHJ_Social_Retargeting_Alm_202308;7514,82;73037;2339;33;18787,22;28.08.2023;DKK
HAVEHJ_Social_Retargeting_Jul_202512;10786,80;172001;1588;42;25754,21;22.12.2025;DKK
HH_Social_Retargeting_Alm_202207;8974,60;49119;1917;45;26576,76;17.07.2022;DKK
Havehjornet_Social_Prospecting_Havesaeson_202504;6669,29;53017;1011;35;24031,85;11.04.2025;DKK
hh_dk_Social_Retargeting_Havesaeson_202404;303,18;17069;370;9;1119,99;25.04.2024;EUR
hh_dk_Social_Retargeting_Havesaeson_202505;1639,89;10335;473;7;3170,32;12.05.2025;DKK
HH_Social_Prospecting_Alm_202302;39215,09;299045;6837;195;94887,54;13.02.2023;DKK
HAVEHJ_Social_Retargeting_Havesaeson_202406;11762,26;85037;1893;57;30161,05;13.06.2024;DKK
Havehjornet_Social_Prospecting_Alm_202301;3528,70;39117;1160;15;11871,07;05.01.2023;DKK
HAVEHJ_Social_Retargeting_Havesaeson_202404;22973,02;219966;3754;90;58773,14;23.04.2024;DKK
HH_Social_Retargeting_Alm_202303;900,97;69346;850;27;2356,38;24.03.2023;EUR
hh_dk_Social_Retargeting_Alm_202410;7703,26;68279;1836;32;18217,91;14.10.2024;DKK
HAVEHJ_Social_Prospecting_Alm_202301;8983,10;54536;1467;37;29983,74;04.01.2023;DKK
hh_dk_Social_Retargeting_Alm_202501;2770,93;18778;437;10;5054,13;09.01.2025;DKK
HAVEHJ_Social_Retargeting_Alm_202302;3956,49;24357;1195;16;9532,10;24.02.2023;DKK
hh_dk_Social_Retargeting_Havesaeson_202304;4460,75;22744;958;16;15170,61;12.04.2023;DKK
HAVEHJ_Social_Prospecting_Jul_202412;7254,83;86019;1132;40;31173,36;29.12.2024;DKK
HH_Social_Prospecting_Alm_202403;27130,04;182385;5721;116;89096,38;18.03.2024;DKK
Havehjornet_Social_Prospecting_Alm_202209;8414,55;44343;2447;41;16761,37;13.09.2022;DKK
HAVEHJ_Social_Retargeting_Alm_202201;3553,68;28821;945;15;9937,99;19.01.2022;DKK
HAVEHJ_Social_Prospecting_Alm_202408;5767,68;361524;8186;226;18663,02;14.08.2024;EUR
hh_dk_Social_Prospecting_Alm_202508;32282,46;292099;5066;178;91136,71;19.08.2025;DKK
hh_dk_Social_Retargeting_Alm_202509;11267,50;72898;2250;41;21022,94;17.09.2025;DKK
HH_Social_Retargeting_BlackFriday_202211;4614,14;27348;705;18;8882,05;05.11.2022;DKK
HAVEHJ_Social_Retargeting_Alm_202307;7670,71;39488;1263;29;18095,14;11.07.2023;DKK
Havehjornet_Social_Retargeting_Alm_202401;5708,06;47524;1365;22;11662,95;18.01.2024;DKK
hh_dk_Social_Retargeting_BlackFriday_202211;4635,81;27775;624;22;10091,51;27.11.2022;DKK
hh_dk_Social_Prospecting_Havesaeson_202505;18814,92;105341;2636;85;56794,88;22.05.2025;DKK
HAVEHJ_Social_Prospecting_Havesaeson_202406;13626,60;112749;2712;71;43064,00;13.06.2024;DKK
HAVEHJ_Social_Prospecting_Alm_202501;732,36;60496;919;25;1723,45;12.01.2025;EUR
hh_dk_Social_Prospecting_Havesaeson_202304;14551,26;252846;3223;81;41779,50;09.04.2023;DKK
Havehjornet_Social_Retargeting_BlackFriday_202211;7483,90;96605;2048;31;15437,49;07.11.2022;DKK
Havehjornet_Social_Prospecting_Alm_202501;9361,60;47685;1904;50;19958,34;23.01.2025;DKK
Havehjornet_Social_Retargeting_Alm_202407;7082,50;56942;1404;32;19071,22;05.07.2024;DKK
HH_Social_Retargeting_Havesaeson_202206;5402,58;54000;838;26;14883,95;03.06.2022;DKK
hh_dk_Social_Prospecting_Alm_202202;29151,29;149131;4007;137;88044,22;15.02.2022;DKK
HAVEHJ_Social_Retargeting_Alm_202502;6889,87;43427;991;30;17426,95;15.02.2025;DKK
hh_dk_Social_Retargeting_Havesaeson_202505_kopi;5882,49;100194;820;26;15707,09;18.05.2025;DKK
HH_Social_Prospecting_Havesaeson_202304;23548,85;176800;3638;100;37782,68;07.04.2023;DKK
Havehjornet_Social_Prospecting_Jul_202312_kopi;11396,10;70727;2072;48;38165,01;26.12.2023;DKK
HH_Social_Retargeting_Alm_202302;3638,81;18436;547;15;12316,13;26.02.2023;DKK
HH_Social_Prospecting_Alm_202201;7385,27;46252;937;32;20798,64;05.01.2022;DKK
hh_dk_Social_Retargeting_Alm_202502;3084,29;22534;415;12;7696,78;14.02.2025;DKK
HH_Social_Prospecting_Alm_202402;37004,51;197870;5713;176;108197,62;01.02.2024;DKK
hh_dk_Social_Retargeting_BlackFriday_202311;7407,99;41451;1449;28;18920,19;27.11.2023;DKK
HAVEHJ_Social_Prospecting_Alm_202301;8976,82;45521;1448;45;24866,27;06.01.2023;DKK
Havehjornet_Social_Prospecting_Havesaeson_202205;58188,05;301779;14992;281;171518,59;14.05.2022;DKK
HAVEHJ_Social_Retargeting_Alm_202302;3131,84;21305;706;12;7563,09;07.02.2023;DKK
HAVEHJ_Social_Prospecting_Alm_202307;27059,81;516284;4270;133;70335,70;02.07.2023;DKK
HAVEHJ_Social_Prospecting_Havesaeson_202306;12447,82;78847;2769;58;35865,31;14.06.2023;DKK
hh_dk_Social_Retargeting_Havesaeson_202204;11642,52;86575;2613;55;27479,12;13.04.2022;DKK
HAVEHJ_Social_Prospecting_Alm_202307;6440,21;128586;1319;28;19293,13;22.07.2023;DKK
Havehjornet_Social_Retargeting_Havesaeson_202304;1150,85;84183;1079;38;3584,35;07.04.2023;EUR
HH_Social_Retargeting_Jul_202412;11261,25;95637;1481;52;26443,24;30.12.2024;DKK
hh_dk_Social_Prospecting_Havesaeson_202404;20103,48;319047;3397;112;41300,12;27.04.2024;DKK
hh_dk_Social_Retargeting_Alm_202408_kopi;11008,78;86467;1381;40;29256,81;29.08.2024;DKK
HAVEHJ_Social_Prospecting_Alm_202501;8413,01;109493;1939;40;28707,90;07.01.2025;DKK
HH_Social_Prospecting_Havesaeson_202406;14222,92;186677;2050;67;34272,24;17.06.2024;DKK
hh_dk_Social_Retargeting_Havesaeson_202406;7129,36;88579;1050;26;16043,69;19.06.2024;DKK
Havehjornet_Social_Prospecting_Alm_202208;19782,22;105635;2861;84;56284,14;29.08.2022;DKK
HAVEHJ_Social_Retargeting_Alm_202203;7343,88;44606;1884;28;18500,17;12.03.2022;DKK
hh_dk_Social_Retargeting_Alm_202501;7195,59;46694;1162;28;16586,06;28.01.2025;DKK
hh_dk_Social_Prospecting_Alm_202209;13671,05;70991;3579;60;30583,60;15.09.2022;DKK
HAVEHJ_Social_Retargeting_Havesaeson_202304;2810,87;14465;366;13;8699,05;22.04.2023;DKK
hh_dk_Social_Retargeting_Alm_202202;12701,25;73925;1701;63;32556,27;09.02.2022;DKK
hh_dk_Social_Retargeting_Alm_202503;8289,26;64342;1128;38;16278,21;10.03.2025;DKK
Havehjornet_Social_Prospecting_Havesaeson_202506;11327,58;59522;1864;56;29886,33;21.06.2025;DKK
HH_Social_Retargeting_Alm_202407;710,41;45103;845;23;2081,57;31.07.2024;EUR
HH_Social_Prospecting_Jul_202212;24790,67;198939;3355;107;81735,96;22.12.2022;DKK
HAVEHJ_Social_Retargeting_Alm_202309_kopi;2433,30;134305;3173;73;5519,72;12.09.2023;EUR
Havehjornet_Social_Retargeting_Havesaeson_202206;6490,36;62438;1413;26;12241,88;25.06.2022;DKK
hh_dk_Social_Retargeting_Havesaeson_202204;7973,70;145237;1263;37;21511,76;08.04.2022;DKK
HAVEHJ_Social_Prospecting_Alm_202507;14784,75;144238;2957;72;42316,52;31.07.2025;DKK
Havehjornet_Social_Retargeting_Havesaeson_202305;5616,02;103153;934;27;21724,70;10.05.2023;DKK
HAVEHJ_Social_Prospecting_Alm_202201;11154,62;70086;2383;51;29589,70;11.01.2022;DKK
Havehjornet_Social_Prospecting_Alm_202310_kopi;20611,54;176484;3200;99;49485,45;29.10.2023;DKK
HH_Social_Retargeting_Alm_202407;1385,10;66026;1673;46;3129,19;17.07.2024;EUR
HAVEHJ_Social_Prospecting_Alm_202407;19427,48;113264;4704;86;79579,00;20.07.2024;DKK
HAVEHJ_Social_Retargeting_BlackFriday_202311;10103,94;60516;1595;38;16800,78;11.11.2023;DKK
hh_dk_Social_Prospecting_Jul_202312;5766,25;46401;1079;24;17507,30;12.12.2023;DKK
Havehjornet_Social_Prospecting_Alm_202407;39596,55;259467;6670;221;124966,05;31.07.2024;DKK
HH_Social_Prospecting_Alm_202210;10656,35;212703;2727;53;36981,56;11.10.2022;DKK
HAVEHJ_Social_Retargeting_Havesaeson_202305;21434,12;111778;5327;82;69046,27;02.05.2023;DKK
HAVEHJ_Social_Prospecting_Havesaeson_202305;21565,88;121274;6060;96;78096,48;05.05.2023;DKK
HAVEHJ_Social_Prospecting_Alm_202508_kopi;45145,74;569881;6473;224;163526,12;01.08.2025;DKK
hh_dk_Social_Prospecting_Alm_202209;4180,78;215855;4094;148;11097,16;04.09.2022;EUR
hh_dk_Social_Prospecting_BlackFriday_202511;79850,02;1484802;26355;342;176516,48;11.11.2025;DKK
hh_dk_Social_Retargeting_Havesaeson_202305;1742,78;120801;2767;55;4362,93;27.05.2023;EUR
HAVEHJ_Social_Prospecting_Alm_202309;20582,59;177620;2917;109;51707,80;24.09.2023;DKK
hh_dk_Social_Retargeting_Alm_202210;851,06;54126;1072;23;2331,27;12.10.2022;EUR
hh_dk_Social_Prospecting_BlackFriday_202511;4436,45;272931;6160;142;10939,35;08.11.2025;EUR
Havehjornet_Social_Retargeting_Alm_202207;11070,10;59848;3397;55;27694,61;28.07.2022;DKK
HH_Social_Prospecting_Alm_202207;10145,54;61118;2882;51;24466,07;30.07.2022;DKK
HH_Social_Prospecting_Havesaeson_202206;16892,71;239696;2268;72;45773,46;08.06.2022;DKK
HAVEHJ_Social_Prospecting_Alm_202408;5486,66;374554;6089;172;20241,80;30.08.2024;EUR
HAVEHJ_Social_Retargeting_BlackFriday_202411;18535,70;134024;2842;71;52893,91;15.11.2024;DKK
Havehjornet_Social_Retargeting_Alm_202409;4216,48;29144;1140;19;10951,27;10.09.2024;DKK
HAVEHJ_Social_Prospecting_BlackFriday_202511;23668,50;227727;5980;113;71377,56;15.11.2025;DKK
HAVEHJ_Social_Prospecting_Havesaeson_202305;66855,28;384931;9003;292;187637,43;17.05.2023;DKK
Havehjornet_Social_Prospecting_Alm_202410;5329,82;75434;711;22;15657,49;06.10.2024;DKK
HH_Social_Prospecting_Alm_202401;999,43;74429;1396;31;2257,89;18.01.2024;EUR
Havehjornet_Social_Prospecting_Alm_202408;38457,12;489900;8626;158;80621,03;04.08.2024;DKK
Havehjornet_Social_Retargeting_Alm_202403;11007,79;83692;1574;54;34818,48;09.03.2024;DKK
HH_Social_Retargeting_Havesaeson_202205;8552,31;130443;2570;41;20801,59;20.05.2022;DKK
Havehjornet_Social_Retargeting_Alm_202509;349,93;27736;398;12;854,77;07.09.2025;EUR
Havehjornet_Social_Prospecting_Havesaeson_202504;33017,37;176672;7952;148;71395,53;23.04.2025;DKK
HH_Social_Prospecting_Alm_202302;2147,72;272108;2087;79;7187,79;05.02.2023;EUR
hh_dk_Social_Retargeting_Jul_202212;10346,77;71087;3276;51;26414,34;26.12.2022;DKK
hh_dk_Social_Retargeting_Jul_202412;1036,76;39888;1805;37;2337,56;12.12.2024;EUR
hh_dk_Social_Retargeting_Alm_202509;2097,42;22359;520;8;4003,51;16.09.2025;DKK
hh_dk_Social_Retargeting_Havesaeson_202405;2035,91;26158;258;8;5465,59;31.05.2024;DKK
HH_Social_Prospecting_BlackFriday_202211;36278,62;526097;6028;155;109878,29;26.11.2022;DKK
HH_Social_Prospecting_Havesaeson_202205_kopi;46760,35;393857;7714;212;120228,51;22.05.2022;DKK
hh_dk_Social_Retargeting_Alm_202403;2801,75;27859;643;14;7206,16;14.03.2024;DKK
HAVEHJ_Social_Retargeting_Havesaeson_202504_kopi;10572,93;86474;1332;43;31622,55;26.04.2025;DKK
HH_Social_Retargeting_Alm_202503;7203,85;125559;1635;32;15080,81;22.03.2025;DKK
hh_dk_Social_Prospecting_Alm_202208;27298,15;248376;3726;120;80326,34;18.08.2022;DKK
HAVEHJ_Social_Prospecting_Jul_202512;19946,14;301209;2693;113;49909,60;25.12.2025;DKK
HAVEHJ_Social_Prospecting_Alm_202303;6349,81;80287;1213;30;19911,12;02.03.2023;DKK
hh_dk_Social_Retargeting_BlackFriday_202411;12421,78;96256;3917;45;24246,09;25.11.2024;DKK
Havehjornet_Social_Retargeting_Havesaeson_202504;6232,49;72866;934;28;19627,77;27.04.2025;DKK
hh_dk_Social_Retargeting_Alm_202207;3116,67;40184;609;14;6101,61;02.07.2022;DKK
Havehjornet_Social_Prospecting_Alm_202209;20893,14;126644;4617;98;44018,80;09.09.2022;DKK
hh_dk_Social_Retargeting_Alm_202408;1622,06;11242;221;7;4482,17;08.08.2024;DKK
hh_dk_Social_Retargeting_Havesaeson_202304;7887,38;109631;1201;29;17406,05;18.04.2023;DKK
hh_dk_Social_Prospecting_Alm_202408;20454,39;334934;4532;110;63206,30;20.08.2024;DKK
hh_dk_Social_Retargeting_Havesaeson_202504;3209,87;34500;480;12;8492,55;04.04.2025;DKK
Havehjornet_Social_Retargeting_Jul_202212;1563,90;9640;359;6;3013,29;10.12.2022;DKK
HAVEHJ_Social_Retargeting_Alm_202501_kopi;5902,07;51736;1254;22;13134,70;27.01.2025;DKK
Havehjornet_Social_Retargeting_Alm_202307;10130,81;79798;2286;47;27274,50;10.07.2023;DKK
HH_Social_Prospecting_Alm_202508;42076,61;297908;6482;180;132761,85;12.08.2025;DKK
hh_dk_Social_Retargeting_Havesaeson_202204;7464,30;145310;970;30;21797,17;02.04.2022;DKK
hh_dk_Social_Retargeting_Havesaeson_202306;4172,12;24101;678;16;10345,16;13.06.2023;DKK
HH_Social_Prospecting_Havesaeson_202206;8813,80;70356;1523;41;26768,36;11.06.2022;DKK
HAVEHJ_Social_Prospecting_Jul_202412;17645,51;130182;2690;77;60190,70;15.12.2024;DKK
HAVEHJ_Social_Retargeting_BlackFriday_202311;4720,91;23763;1142;23;8902,42;08.11.2023;DKK
HH_Social_Retargeting_Havesaeson_202305;5215,60;51041;764;21;10909,10;26.05.2023;DKK
HH_Social_Prospecting_Alm_202307;13803,80;238311;3369;60;45913,39;16.07.2023;DKK
HH_Social_Retargeting_Alm_202509_kopi;2602,18;25210;444;10;4817,64;26.09.2025;DKK
Havehjornet_Social_Prospecting_Alm_202302;21235,62;115849;3321;110;63785,47;10.02.2023;DKK
HH_Social_Retargeting_Alm_202203;11596,68;118405;2645;49;31173,47;27.03.2022;DKK
Havehjornet_Social_Retargeting_Alm_202409;6467,69;47518;2064;24;20932,80;13.09.2024;DKK
hh_dk_Social_Prospecting_Havesaeson_202304;20705,32;190493;5850;106;68160,91;03.04.2023;DKK
HAVEHJ_Social_Prospecting_Alm_202201;3202,14;31058;425;14;8191,22;17.01.2022;DKK
Havehjornet_Social_Retargeting_Alm_202503;7211,31;38736;1249;28;20500,86;21.03.2025;DKK
hh_dk_Social_Prospecting_Alm_202409;4960,63;32086;1491;22;13101,19;25.09.2024;DKK
hh_dk_Social_Retargeting_Havesaeson_202205;1704,25;113054;2955;50;5041,96;31.05.2022;EUR
HAVEHJ_Social_Prospecting_Alm_202202;14696,20;75821;2886;72;36387,44;23.02.2022;DKK
HH_Social_Prospecting_Alm_202407_kopi;2946,34;309655;3071;111;6715,14;03.07.2024;EUR
HAVEHJ_Social_Prospecting_Alm_202507;31071,42;306054;5385;164;93203,35;17.07.2025;DKK
hh_dk_Social_Prospecting_Alm_202308;33518,02;343653;6860;141;106297,47;30.08.2023;DKK
hh_dk_Social_Prospecting_Alm_202401;13402,62;195358;2153;66;38102,41;20.01.2024;DKK
hh_dk_Social_Retargeting_Alm_202410;1584,90;60577;1734;44;4805,27;06.10.2024;EUR
Havehjornet_Social_Prospecting_Alm_202203;19087,50;119073;2895;106;76123,78;30.03.2022;DKK
HAVEHJ_Social_Retargeting_Havesaeson_202305;996,75;100502;1747;36;2692,12;06.05.2023;EUR
