dato;butiksomsaetning_dkk;webshop_omsaetning_dkk
11/08/2025;1306788,70;418020,80
12/08/2022;1782113,40;400051,32
30/12/2023;2813100,88;750557,64
17/10/2023;1470123,90;385182,09
18/05/2022;2277188,77;692235,53
08/01/2024;1141672,25;299116,11
13/11/2022;1266417,10;433546,36
12/05/2025;2724923,51;852839,04
11/02/2022;2165485,75;526868,69
20/06/2025;3923664,45;1067947,31
20/12/2023;1745210,33;532072,84
18/01/2024;1536083,09;478895,80
10/04/2024;2724086,87;1077535,93
05/02/2025;1816995,66;408463,68
05/02/2024;1464361,96;413099,02
31/07/2024;1683891,00;471864,59
11/03/2025;1589974,61;423061,43
16/07/2024;1497350,02;424159,91
25/07/2022;1288447,94;290291,20
25/08/2022;1489697,75;410782,74
08/11/2024;2142864,58;580885,17
19/06/2024;3449768,25;871409,58
01/12/2024;3154937,80;1261265,51
04/11/2024;1376607,50;487626,43
13/12/2024;3252999,74;1105424,54
29/08/2023;1590468,59;366490,58
07/12/2025;1641021,23;522488,10
21/09/2024;2611353,83;818855,27
03/02/2023;1844550,60;574747,25
19/09/2023;1443430,40;412946,66
09/03/2022;1558049,30;415293,47
31/12/2024;1704443,65;452565,02
25/10/2024;2026759,61;554110,30
08/03/2022;1508775,87;470673,30
13/07/2022;1431182,33;387106,44
08/02/2022;1620633,03;366519,20
29/06/2022;2809578,96;574771,64
09/11/2023;1699542,43;376438,44
04/01/2023;1165704,10;317310,37
04/10/2025;2551633,81;659467,03
22/07/2024;1160174,99;463360,06
05/08/2022;1857388,82;564951,55
09/04/2024;2566501,90;925874,26
01/10/2022;2368025,98;695317,07
17/12/2024;2705934,97;721835,62
09/03/2023;1764849,21;491165,95
24/08/2025;1766419,08;408063,27
03/04/2023;2455529,76;787273,12
12/05/2022;2887620,44;763713,39
23/11/2023;3160056,74;1041317,16
12/12/2023;2040796,47;564833,98
22/06/2024;5362906,64;1516866,81
06/10/2023;1704038,07;346290,68
28/03/2022;1544830,17;327346,53
08/11/2025;2966528,30;639778,05
17/08/2025;1745275,65;534270,11
01/09/2023;2016631,34;495523,38
05/08/2025;1515181,38;406703,71
27/06/2024;3132082,75;970480,80
07/04/2025;2488340,60;641237,93
14/04/2025;2874521,19;853112,09
24/04/2024;2890002,05;824142,06
24/01/2024;1592896,80;489136,32
26/04/2023;2892725,41;679146,41
31/10/2022;1275815,13;341338,92
25/09/2022;1218499,21;501580,42
12/03/2022;3059097,76;899521,04
18/09/2023;1321859,03;254349,39
05/09/2025;2111173,19;494500,39
01/03/2022;1628803,60;478467,70
14/01/2025;1096336,17;304790,34
04/08/2024;1719572,79;348322,96
26/03/2024;2188332,27;456299,71
23/05/2025;3247106,61;1354988,69
29/07/2025;1421899,30;410002,21
03/10/2025;1964185,83;459929,78
08/10/2024;1546234,44;420798,00
03/12/2024;1674213,65;501709,62
04/05/2022;2579054,49;647513,00
20/03/2023;1373602,66;337357,70
02/02/2023;1702492,64;522643,51
13/12/2022;2107220,20;551164,24
02/02/2022;1712100,37;375683,97
19/06/2023;2216825,69;752113,22
14/10/2025;1549295,49;419730,11
24/09/2025;1519457,27;348874,30
06/05/2023;4798188,27;1313897,76
09/01/2024;1077946,92;374187,84
04/01/2022;1049337,59;271480,61
23/07/2022;2506527,43;944490,82
15/03/2023;1577468,79;575888,17
18/03/2022;2128099,59;608583,40
19/09/2025;1970206,18;468198,70
07/01/2023;2008322,06;526537,96
05/03/2022;2690131,60;1018293,40
06/08/2023;1176431,44;406569,24
14/05/2022;4450507,60;1269754,66
08/01/2023;1026457,13;268056,41
17/04/2025;3527344,96;994213,06
28/08/2025;1712906,21;561093,87
21/09/2022;1527448,60;383397,79
24/09/2023;1447835,18;351995,22
21/03/2022;1417446,33;385796,15
12/12/2022;1955958,80;508092,69
09/07/2023;1531742,29;388941,76
13/06/2022;2266090,19;629929,97
09/09/2022;1676462,83;517250,73
08/11/2023;1604119,58;520381,62
04/06/2025;2626559,74;808954,40
18/01/2025;2217714,27;711541,66
24/05/2024;4027570,26;1391687,48
02/06/2023;3356407,62;801193,67
27/03/2023;1502404,74;356285,76
18/07/2025;1743050,89;513377,87
03/06/2024;2171727,79;705096,88
27/10/2022;1512518,99;389530,69
28/09/2025;1537055,61;371228,87
01/08/2024;1774926,24;521746,25
15/09/2023;1986942,44;472776,80
23/01/2022;1230502,80;264558,35
03/03/2022;1627934,32;499437,98
21/06/2022;2412388,44;620118,43
02/04/2024;2536976,02;874256,79
20/04/2025;3086169,48;975208,36
19/03/2025;1787890,01;603092,20
26/07/2024;1978934,05;599711,90
18/09/2025;1809602,06;477402,52
16/03/2024;3317598,25;830426,76
02/02/2025;1669583,19;374695,87
05/10/2023;1449251,21;350031,27
26/10/2022;1409774,77;365632,00
01/01/2023;1545131,02;405984,15
02/07/2024;1532461,70;451411,56
29/07/2023;2660021,95;664597,57
08/09/2023;1790441,30;620016,27
28/04/2025;2890142,22;920137,26
03/06/2025;2386017,84;845929,05
20/05/2025;2502498,75;625715,61
11/08/2024;1667723,83;470431,02
27/12/2025;2270052,31;592811,99
06/08/2025;1775496,90;423771,86
03/09/2024;1657532,93;487931,78
07/09/2022;1415277,92;375577,97
20/06/2022;2524852,62;579644,77
06/11/2023;1244323,96;372245,04
24/11/2025;3109650,15;729824,43
30/11/2024;6488822,79;1561257,94
25/01/2025;2746709,02;921062,72
29/09/2022;1414073,63;356584,68
14/04/2024;2977804,97;834078,19
19/01/2022;1161083,13;350271,08
13/01/2025;1232174,66;249409,94
30/09/2025;1255244,31;460226,41
23/09/2022;1672210,63;588187,86
28/10/2023;2552181,75;707764,23
12/03/2023;1744111,35;425039,30
22/05/2024;3387833,18;1011008,22
16/02/2023;1608765,16;624621,02
23/02/2024;2245675,60;463976,08
08/12/2022;1791349,81;450244,88
18/08/2023;2213131,88;546324,51
11/11/2025;1594920,74;470367,81
21/04/2025;2851531,49;815351,14
07/02/2024;1809360,35;453703,27
15/01/2024;1075245,13;351686,47
15/03/2025;2848543,12;879245,94
17/12/2025;2557945,20;984026,31
26/05/2025;3182522,79;877403,78
01/11/2022;1490619,71;373892,66
26/07/2022;1161215,28;422451,44
29/05/2025;3477290,88;1080304,81
24/09/2022;2637770,34;603296,77
08/09/2024;1680833,66;443433,47
28/11/2025;4528367,55;1354845,33
15/08/2022;1328109,72;439471,37
03/08/2025;1324298,80;387530,44
08/06/2023;2932917,49;932408,27
07/09/2025;1615167,74;419913,96
20/04/2023;3165823,89;564339,37
05/10/2025;1494262,35;360526,33
21/02/2024;1834377,80;464156,32
09/02/2023;1707016,60;563627,16
18/02/2023;2851819,22;803208,28
08/11/2022;1291689,15;380203,68
10/10/2024;1785910,96;500203,61
12/12/2025;3211721,28;1052090,69
08/04/2025;2581765,13;613684,30
07/05/2022;4104268,91;1221566,23
24/10/2023;1254613,16;354039,80
02/08/2025;2807350,41;846861,83
28/07/2025;1434891,18;294290,31
01/10/2025;1628365,95;474679,83
15/03/2022;1590293,23;454392,45
08/08/2024;1787343,18;343623,01
29/04/2024;2660287,53;809776,07
10/05/2025;4612624,45;1312483,81
26/01/2023;1661609,99;582411,29
13/10/2023;1796333,11;418024,61
14/10/2024;1499838,56;332563,73
16/09/2023;2558012,75;799265,95
26/04/2025;5072515,22;1635987,55
07/10/2023;2374353,79;795795,13
01/06/2022;2486471,43;639181,68
20/01/2022;1289791,24;475440,23
03/07/2023;1448525,55;519895,33
19/12/2025;3589478,59;1029627,08
07/12/2023;1765514,12;561147,07
23/01/2023;1342744,71;370837,10
31/07/2023;1352581,72;290804,43
12/09/2024;1880930,72;734376,94
30/08/2022;1563933,14;353018,84
01/12/2022;3520134,16;1289443,81
22/11/2022;3075985,32;701159,07
05/02/2022;2890198,20;664849,46
22/05/2023;2184252,56;723472,69
08/07/2022;1857619,20;610153,66
28/10/2024;1286452,24;312823,86
15/05/2024;3263673,28;790986,63
30/08/2023;1583821,58;365946,07
12/01/2023;1286830,89;224984,28
13/10/2022;1206786,86;436199,38
23/10/2024;1683749,85;401635,96
13/11/2024;1682256,07;416941,60
22/02/2025;3042024,88;867346,92
20/06/2024;2878311,60;1154261,91
27/12/2024;1519557,10;474025,95
18/03/2025;1859049,00;533434,47
11/02/2025;1688014,93;401715,32
13/02/2025;2063278,37;506669,34
28/03/2024;2375422,90;666112,87
28/06/2022;2413543,44;822773,87
25/06/2025;3080665,11;972493,06
19/05/2024;3066258,72;1074359,56
07/07/2022;1795852,91;445964,95
16/05/2025;3554855,89;905514,93
02/03/2022;1716723,06;463027,92
09/06/2024;2410415,89;741940,23
16/07/2023;1582037,83;469425,48
12/07/2023;1576908,80;512697,06
06/05/2022;3556507,38;771603,63
25/06/2024;2558908,62;814730,08
18/06/2023;2433487,07;793838,72
21/04/2022;3206120,13;810877,83
27/11/2024;4445561,49;1031569,49
16/04/2024;2801548,06;928455,21
09/06/2025;2534530,89;829622,72
02/05/2025;3757206,84;1167959,09
06/08/2024;1492566,49;459052,27
03/10/2023;1102588,49;339198,28
28/11/2024;4400429,93;1258659,47
16/11/2024;3376043,99;662691,73
16/12/2024;2590969,11;535735,80
09/12/2022;1897021,16;506273,27
21/03/2025;2522595,12;745122,65
01/10/2023;1364015,06;409877,66
18/07/2022;1166864,80;352400,61
11/05/2025;2825033,49;731024,65
21/10/2025;1520086,93;383883,55
23/10/2023;1142643,89;400186,44
26/04/2024;3342329,24;1112869,89
20/08/2022;2386699,46;676005,48
04/03/2024;1613217,31;567463,99
28/03/2023;1510963,31;421259,56
24/01/2022;1546355,17;460149,45
05/05/2022;2885371,96;826132,41
20/04/2022;3188573,21;736334,07
13/03/2023;1400339,55;454094,01
27/10/2024;1546192,97;350876,07
29/11/2025;5486464,70;1853735,28
12/01/2025;1154225,75;441099,75
13/04/2025;2586460,64;810822,24
09/09/2023;2605284,25;771889,30
06/09/2025;2529815,50;779810,38
13/07/2024;2781038,13;861924,31
19/07/2025;2585649,39;778966,21
28/02/2025;2304026,40;616714,77
18/06/2025;2980023,55;817519,72
10/12/2025;2783134,45;937438,84
23/02/2025;1656202,78;555445,90
28/08/2023;1238742,97;366453,83
11/12/2023;2011276,61;549057,86
27/05/2022;3860741,24;1094368,67
07/07/2024;1567036,45;575185,76
16/04/2022;4609702,78;1185345,60
07/11/2024;1666785,48;532588,40
23/09/2024;1164539,20;435227,42
10/01/2025;1808644,67;382588,20
01/04/2022;1981392,83;641527,78
30/12/2025;1575084,05;458903,99
29/06/2025;2780528,17;768956,98
23/06/2023;3109704,28;897443,38
17/03/2023;1768742,81;608445,14
02/09/2023;2533075,56;678116,63
06/12/2022;1475198,05;293930,91
10/10/2025;1669072,56;594372,35
27/01/2022;1936081,98;616539,28
16/06/2025;2533817,74;711993,12
27/07/2023;1544928,01;469065,70
14/06/2025;5864955,61;1599444,81
25/02/2022;1975405,14;849424,10
07/01/2022;1512418,62;343443,90
22/05/2025;3180709,60;794262,56
15/07/2022;1687062,58;483157,74
06/10/2022;1619030,19;445416,05
05/02/2023;1284696,34;347472,96
21/08/2024;1537276,53;385452,73
26/01/2022;1769006,16;570214,65
09/04/2025;2818714,72;770809,33
11/12/2025;3104160,57;670017,82
21/12/2025;3043515,24;747335,70
26/09/2022;1197720,13;365141,07
30/12/2024;1408248,42;487239,05
28/09/2022;1225029,82;370793,95
14/12/2022;2256419,19;739974,18
09/11/2025;1618230,73;388895,82
07/06/2025;4487971,37;1491959,62
04/05/2024;4749417,06;1655499,59
12/05/2023;3451852,00;581308,84
21/05/2024;2830246,96;882841,48
28/12/2024;2220260,49;531815,95
04/01/2026;1710698,72;462614,72
18/01/2022;1055327,61;287785,99
20/01/2023;1319845,23;334771,57
03/07/2022;2529016,05;608385,38
12/10/2024;2360917,97;817532,71
25/11/2022;3435120,52;1160204,70
17/02/2025;1552704,64;481696,61
04/08/2025;1444226,89;364490,11
21/11/2022;2918076,12;691461,48
17/01/2022;1030271,57;252096,88
03/07/2024;1491196,21;395546,31
13/09/2025;2558765,24;866658,34
02/10/2024;1575710,67;459140,36
28/01/2024;1590938,01;457068,99
23/04/2025;3332325,21;834305,80
08/05/2025;3124127,99;827665,26
18/07/2023;1346295,37;365422,98
14/03/2022;1696204,73;304897,05
09/12/2025;2719058,26;843821,63
30/11/2022;3347170,47;1006357,99
07/07/2023;2089501,07;627124,80
03/05/2022;2406429,83;580870,38
01/01/2026;1943341,87;571552,36
05/11/2024;1504252,90;478955,24
18/12/2024;2755018,31;832221,14
07/02/2022;1662120,68;367962,76
24/05/2025;4923524,39;1608968,77
17/12/2022;3651848,58;1097488,44
23/12/2025;1275775,08;292426,68
13/06/2024;3421227,57;1163638,17
01/11/2023;1390137,92;421914,27
11/03/2023;2999810,42;787228,31
07/03/2023;1709617,47;329059,25
09/06/2022;2976714,32;953090,66
04/11/2022;1639338,55;531602,36
26/06/2023;2083971,88;618723,67
09/11/2022;1548522,23;367964,99
19/10/2024;2769721,43;869102,03
24/12/2025;1272325,98;320190,48
11/07/2023;1660814,91;404997,99
01/02/2024;1820058,36;624313,74
24/04/2023;2622794,33;451168,50
14/07/2025;1509833,42;329267,83
23/04/2024;2546592,77;580520,20
01/06/2023;3216274,78;676077,84
15/11/2023;1418905,09;564849,08
09/10/2025;1751490,45;349459,50
30/06/2022;2986323,79;664755,22
09/06/2025;2534530,89;829622,72
12/11/2024;1691519,95;364241,62
11/01/2022;1099126,19;349026,53
10/01/2022;891437,29;353440,58
30/07/2022;2290997,34;740856,72
05/05/2025;2334364,72;792590,05
27/09/2022;1255791,54;360312,03
14/02/2022;1319401,95;397422,75
07/04/2023;3473063,52;1380684,15
24/03/2023;2061671,39;547103,65
05/06/2022;2401873,11;583491,31
16/02/2022;1748273,15;433257,54
25/02/2025;1746617,38;414733,28
08/08/2022;1274387,42;289294,19
08/08/2025;1865102,81;551851,70
16/09/2024;1396415,18;348878,41
31/03/2023;2169714,54;483100,23
20/07/2022;1520839,17;282026,74
30/05/2024;2915157,23;1222664,47
06/02/2022;1509998,87;414741,26
03/08/2024;2964102,57;651293,61
10/01/2023;1010706,63;341710,23
22/03/2022;1634949,16;403801,58
01/06/2024;5160193,55;1570115,43
07/11/2022;1224027,55;388412,36
12/02/2023;1357272,89;458767,55
30/04/2025;3272118,94;1057042,66
15/08/2024;1772762,26;592873,93
27/11/2025;3980153,27;1233138,43
07/07/2025;1483760,62;441943,52
31/12/2025;1751870,23;449143,89
08/10/2023;1203030,12;507217,79
16/08/2025;2878400,69;850229,53
14/02/2023;1544230,96;381017,75
03/10/2024;1616880,74;514094,70
10/05/2024;3766124,73;1235404,47
09/12/2023;2755334,95;943468,20
13/04/2024;5886518,94;1506967,23
16/03/2025;1674489,80;417946,57
04/03/2023;2668050,34;685634,79
11/08/2023;1884765,86;373267,94
02/09/2024;1664197,10;349244,03
22/08/2022;1063683,59;402885,74
07/10/2024;1274106,97;352788,83
06/03/2022;1576846,80;494103,09
03/04/2024;2521766,29;747524,77
17/09/2023;1472061,42;357872,58
10/09/2024;1726255,67;318463,59
31/05/2023;2911910,32;769470,51
12/06/2025;3463401,89;879643,47
16/06/2023;3191308,59;1013408,52
12/11/2022;2572797,65;786702,35
30/11/2025;3298060,63;1027617,70
17/11/2023;1882038,25;545514,31
16/04/2025;3742115,37;947480,55
21/04/2024;2928244,75;906404,48
25/09/2023;1370025,91;281905,16
23/09/2025;1467563,31;441056,80
02/08/2022;1324928,09;429939,48
06/10/2025;1306440,66;316538,09
19/02/2024;1359196,46;417540,40
20/02/2022;1372312,90;525841,86
27/10/2023;1698810,46;398594,54
07/02/2023;1425580,88;460604,60
05/08/2024;1562949,95;398827,59
17/01/2023;1107582,53;313155,67
31/05/2024;3875765,82;1051934,00
10/09/2023;1415811,36;475049,52
19/01/2025;1335571,84;344709,12
24/06/2024;2282887,10;739395,03
16/11/2025;1341324,27;432933,13
31/08/2024;2914001,17;1023070,08
16/03/2023;1718150,87;519899,11
15/06/2025;2654823,30;676057,06
25/10/2025;2785588,73;830755,38
27/01/2023;2182599,63;507948,08
19/10/2025;1625954,70;409275,60
08/10/2025;1499251,85;464104,53
17/01/2025;1675748,78;528128,30
11/01/2024;1377356,53;530441,51
21/12/2023;1878654,27;571208,82
21/02/2022;1460294,59;574390,92
27/07/2024;2946430,33;609264,21
01/12/2025;1394871,20;337942,61
27/03/2022;1362588,13;495221,07
10/06/2024;2546289,45;744777,68
14/06/2023;2884914,22;601633,44
05/01/2024;1555974,31;318014,94
07/03/2022;1624418,35;400992,04
20/06/2023;2403238,40;773270,22
16/04/2023;2734014,00;825955,67
11/07/2024;1755692,12;582673,54
07/05/2025;2959582,65;862760,95
29/04/2023;4771516,99;1428642,39
30/06/2025;2174851,07;643776,01
18/02/2024;1858620,56;279734,06
22/09/2025;1348349,42;396964,08
29/01/2025;1823946,44;462732,82
26/05/2022;3029123,43;873887,06
11/07/2025;2196221,24;619618,59
14/06/2024;4087319,33;1067218,24
03/08/2022;1516131,31;433159,25
06/06/2024;3100448,13;823076,62
11/08/2022;1375815,36;464007,97
19/08/2024;1479399,59;389048,05
10/04/2025;3276772,55;822434,04
04/12/2024;1955757,24;456181,98
03/02/2025;1460027,07;413202,64
06/02/2023;1296712,40;411555,04
21/09/2025;1471586,31;431245,56
21/03/2023;1516000,42;427160,16
28/11/2022;2665224,44;833731,19
02/11/2024;2650109,52;965326,59
23/04/2022;4897147,22;1404367,62
09/02/2022;1880030,91;519667,09
22/04/2024;2326348,66;689605,58
22/12/2024;2505227,50;611222,43
26/07/2025;2772364,72;609665,98
21/02/2023;1610882,17;454792,46
23/05/2023;2260724,24;712374,03
20/02/2023;1221310,74;478334,53
24/01/2023;1362225,85;476111,89
06/12/2025;2712514,46;762056,64
17/07/2025;1659022,64;430062,22
21/03/2024;1940341,81;577716,32
25/12/2023;1308903,25;446366,58
01/09/2022;1562720,31;395783,58
18/11/2024;2949434,11;1042499,45
28/07/2022;1476154,65;363838,85
21/05/2022;4354808,71;1468497,30
18/05/2024;5710205,51;1429702,30
12/03/2024;1667777,49;384218,31
17/03/2024;1569871,99;568328,58
21/11/2023;2981385,97;807267,13
07/05/2025;2959582,65;862760,95
27/11/2022;3341819,26;752928,30
01/04/2024;2522785,68;551717,58
21/08/2023;1195487,69;411270,17
26/06/2024;2938266,81;834295,42
02/03/2025;1683840,90;395525,15
29/07/2022;1508215,88;562073,97
12/05/2024;3175407,16;768448,70
19/11/2025;3770672,28;916500,36
11/07/2022;1244019,15;232666,32
30/09/2024;1353898,83;310847,16
02/12/2022;3991116,46;1158978,61
19/08/2023;2850240,88;810891,83
12/04/2022;2783975,93;856897,88
29/10/2023;1325302,85;331539,41
10/03/2022;1868805,23;645432,39
15/10/2025;1489514,67;467255,35
28/02/2024;1987774,86;530555,19
29/08/2024;2036152,92;539810,05
20/03/2025;1889903,06;624796,49
24/03/2024;1609135,29;440909,61
29/03/2023;1714213,12;418371,03
30/05/2025;4293994,23;1410874,66
08/02/2025;3134205,86;916390,89
26/11/2023;3052537,85;789187,92
22/11/2023;3380889,36;1157560,41
18/10/2024;2102573,65;482064,04
02/06/2022;2666949,98;760188,86
11/04/2023;2456266,71;859955,65
17/10/2022;1234415,70;275658,66
07/05/2024;3344569,05;542853,37
31/07/2025;1725022,69;513452,85
13/02/2023;1232992,55;389030,88
29/12/2022;1619789,78;459411,37
01/12/2023;3576794,45;1135495,79
27/02/2024;1783953,19;416636,81
09/02/2025;1778035,79;595110,78
27/10/2025;1209495,25;402187,05
13/05/2022;3435521,02;756322,46
16/08/2023;1492737,33;476315,44
31/03/2025;1452323,08;449258,04
23/04/2023;2447380,01;924783,28
21/12/2024;4712373,06;1678966,75
18/06/2024;2919664,56;667353,27
02/03/2023;1928659,89;426117,93
07/08/2023;1084077,43;431902,88
13/04/2022;2744313,90;632632,05
02/08/2023;1417603,28;377600,05
27/06/2023;2387000,08;671480,05
13/01/2024;2171980,60;581801,91
15/08/2025;2055456,36;627145,33
02/01/2026;2053627,40;544329,78
29/09/2025;1228916,86;346937,50
11/06/2025;2805363,63;907905,50
17/04/2023;2421436,89;601843,78
21/01/2025;1751593,82;464396,89
05/06/2024;2708036,98;947931,81
14/09/2024;2522375,49;905002,55
26/02/2025;1833606,30;442108,86
20/11/2022;1214693,71;345290,69
29/12/2023;2057173,30;635516,95
10/11/2022;1739832,06;425274,44
19/06/2025;2923021,70;998028,46
13/07/2023;1804369,26;476815,49
13/05/2023;4262140,39;1435839,38
01/01/2025;2026843,76;467376,19
20/10/2023;1710232,58;364845,00
20/04/2024;5054040,38;1391764,76
22/03/2025;3165912,99;935991,85
01/01/2024;1019663,87;291286,61
22/06/2022;2321888,74;803128,61
28/05/2022;4943872,62;1316848,36
15/12/2024;2746674,29;813465,11
11/11/2023;2700903,09;735324,70
29/08/2025;2319608,92;489023,97
20/10/2024;1411329,42;357831,35
11/09/2022;1286188,49;290067,27
29/03/2022;1667105,69;409969,72
25/04/2023;2713436,37;767669,22
11/11/2022;1695745,97;592628,78
10/04/2023;2615913,10;897319,28
06/03/2023;1323035,08;430488,37
05/06/2025;3575793,15;600324,58
05/11/2022;2559683,66;634693,58
10/02/2023;1960481,20;474367,27
09/01/2025;1337848,27;433213,52
13/08/2023;1221299,19;380037,03
24/01/2025;2122009,76;648735,10
25/11/2024;3288373,05;853203,51
06/05/2025;2878983,19;734841,29
19/02/2025;1906450,49;557180,36
18/12/2022;2193358,35;601062,91
10/11/2024;1465109,97;409454,72
25/11/2023;5728890,12;1227017,18
22/07/2025;1534370,98;430588,18
15/02/2025;3247198,13;1084661,94
28/06/2024;3106787,49;1111510,66
02/12/2025;1510780,07;425343,64
26/06/2025;3106738,44;904709,24
04/03/2025;1875884,00;367172,42
18/08/2025;1426376,30;381905,49
27/08/2023;1266713,91;344392,69
08/03/2023;1619791,59;560287,69
23/11/2025;3435896,28;1157617,73
14/11/2023;1356905,07;441247,95
28/12/2022;1477453,06;502644,99
21/08/2025;1954861,58;588223,30
12/04/2023;2932346,68;860687,63
16/12/2022;2733630,96;896517,51
04/04/2025;2288195,45;705375,56
18/04/2022;2455040,56;679449,58
01/03/2024;2355598,93;509919,83
24/12/2023;1675899,62;400856,62
20/01/2025;1488038,02;459351,59
27/03/2024;2408482,21;751578,36
19/07/2023;1463876,63;298827,22
28/12/2025;1242539,28;253531,12
22/04/2022;3523680,68;961585,62
09/07/2024;1562233,18;389890,29
31/10/2024;1503161,50;512718,73
20/08/2024;1474872,51;466857,37
24/04/2022;2517468,02;852013,50
16/08/2022;1348685,23;374361,46
17/03/2025;1513552,97;454399,53
05/09/2024;1928171,19;596325,94
15/06/2023;2984145,56;753208,95
03/11/2025;1235686,86;424941,58
27/06/2022;2349995,85;739107,93
07/01/2024;1120196,74;288873,54
03/03/2025;1538635,38;527035,18
11/05/2022;2635606,08;587348,64
12/10/2023;1493546,50;440924,29
08/05/2024;3062322,98;816004,49
21/11/2024;3994588,36;1261995,44
28/06/2023;2704319,43;735399,53
19/03/2022;3052363,46;1029178,69
17/07/2023;1266797,96;343453,64
30/07/2023;1518132,65;335634,40
06/08/2022;2433124,27;536899,63
07/03/2025;2575786,79;504871,22
29/01/2022;3082396,38;967122,47
13/11/2025;1718460,73;716461,99
01/08/2023;1315161,70;419604,72
15/07/2024;1592357,50;298783,40
15/12/2022;2290647,03;572618,44
25/08/2023;1736214,86;653615,95
19/10/2022;1358531,17;347373,77
26/10/2024;2965118,31;951955,48
05/05/2023;3140828,26;929400,17
19/10/2023;1688406,83;426853,59
04/02/2024;1595726,91;437000,37
11/04/2024;3520100,39;963719,53
20/09/2024;1844525,02;550831,48
29/05/2024;3159656,66;911584,05
03/01/2026;2820812,17;826579,13
01/02/2022;1583788,40;370447,89
05/12/2023;1538334,19;317368,45
24/07/2024;1600165,71;507028,99
05/07/2025;4339926,08;1467514,25
04/09/2025;1704718,23;644025,21
05/10/2022;1279198,18;398666,36
09/10/2023;1189821,93;217177,07
28/08/2022;1461599,55;415095,44
24/05/2023;2618455,91;855906,50
19/01/2024;1804022,62;464571,03
14/01/2023;2059433,03;414846,96
14/11/2024;1882097,17;518729,33
30/10/2024;1519285,13;517768,72
10/02/2022;1929952,37;599318,69
17/09/2024;1322244,99;393850,12
23/08/2025;2969413,84;829261,96
19/09/2024;1829115,33;497167,80
06/02/2024;1390618,10;407940,10
26/07/2023;1484390,49;392109,79
09/09/2024;1329492,83;343427,25
05/07/2024;2051868,91;671194,58
10/08/2025;1565805,10;437485,21
17/05/2023;3214270,84;892288,62
25/08/2024;1508222,34;391397,33
12/10/2022;1186862,85;361479,43
25/02/2024;1650422,21;457690,19
28/04/2024;2516789,31;732496,71
13/12/2023;2338309,72;774728,56
