week_start,iso_year,iso_week,revenue_dkk,store_revenue_dkk,web_revenue_dkk,spend_leaflets,spend_online_video,spend_ooh,spend_programmatic_display,spend_search_brand,spend_search_nonbrand,spend_social_prospecting,spend_social_retargeting,spend_tv_linear,platform_revenue_leaflets,platform_revenue_online_video,platform_revenue_ooh,platform_revenue_programmatic_display,platform_revenue_search_brand,platform_revenue_search_nonbrand,platform_revenue_social_prospecting,platform_revenue_social_retargeting,platform_revenue_tv_linear,promo_depth_pct,temperature_c,precipitation_mm,consumer_confidence,cpi_index,n_stores,is_easter_week,is_great_prayer_week,is_ascension_week,is_whitmonday_week,is_christmas_week,revenue_was_interpolated
2023-06-05,2023,23,27916551.33,21555518.16,6361033.17,314295.5,144759.9826036,276420.02,86744.25999999998,50355.0288768,331834.0016376,155094.84529059997,68622.3023842,1039426.24,0,257599.103026,0,102032.26,179614.30624940002,786192.0904154,435705.0341753999,186472.09373659996,0,0,15.642857142857142,0,-10.9,96.13,54,0,0,0,0,0,FALSE
2023-06-12,2023,24,26758502.270000003,20429615.42,6328886.85,356284.79,182435.22999999998,214924.3,86415.5501866,68270.8075062,284992.8,132183.61000000002,77595.64046000001,605985.6000000001,0,333330.35,0,94064.45110640001,195182.41227500004,590190.36,346766.89999999997,202146.26051919998,0,0,17.72142857142857,4.5,-10.9,96.13,54,0,0,0,0,0,FALSE
2023-06-19,2023,25,26432253.97,20422335.39,6009918.58,370887.19,180890.61,200668.46,96741.2820818,65640.24850419999,278931.67385,109678.34,77220.83,488811.72,0,349359.39999999997,0,119976.99277760001,204104.9623556,610208.6613974,317793.93,214616.83,0,0,18.792857142857144,7.15,-10.9,96.13,54,0,0,0,0,0,FALSE
2023-06-26,2023,26,25248895.01,19624762.21,5624132.8,260168.68,130872.95000000001,91153.72,90448.29973259999,46374.57,255081.6161642,104853.74338680001,70882.00227520001,264415.26,0,260219.93,0,91725.90185899999,139938.85,510519.9280849999,288392.2758006,197251.9918894,0,0,17.47142857142857,22.750000000000004,-10.9,96.13,54,0,0,0,0,0,FALSE
2023-07-03,2023,27,13891226.790000001,10709293.850000001,3181932.9399999995,163118.52,116832.0818572,55429.96,88203.13999999998,44138.4,72668.3,99495.63067120001,63275.5442696,144610.18999999997,0,240797.58472579997,0,98723.55,134006.87,150289.81,312828.8374076,177497.7382166,0,0,16.192857142857143,19.05,-10.1,97.9,54,0,0,0,0,0,FALSE
2023-07-10,2023,28,15988567.540000001,12669184.41,3319383.1300000004,0,81708.109383600007,36250.459464800006,97279.29,28394.230000000003,86476.54374960001,103029.26,48915.3089942,99952.2102464,0,159349.0875686,0,106288.53,101609.20999999999,185834.2525802,258963.03,111992.34877380001,0,24,17.857142857142858,48.55,-10.1,97.9,54,0,0,0,0,0,FALSE
2023-07-17,2023,29,13779425.309999999,10868170.75,2911254.5599999996,215075.32,57841.33,34952.39,111449.76000000001,23996.9756186,83996.0212778,133874.8330738,56878.505496599995,82794.41,0,113642.53,0,148319.65000000002,67437.49760999999,199795.827124,423820.9446562,152937.617525,0,0,15.357142857142858,27,-10.1,97.9,54,0,0,0,0,0,FALSE
2023-07-24,2023,30,12052292.78,9603972.86,2448319.92,192253.63,72246.6019582,47490.33729139999,92454.99055239999,20982.39,66817.11,157028.6076762,61704.783344799995,115454.19,0,141539.2628144,0,118959.4519902,66011.18,144411.69999999998,470596.2458728,158313.0212276,0,0,16.385714285714286,12.1,-10.1,97.9,54,0,0,0,0,0,FALSE
2023-07-31,2023,31,13277621.979999999,10274049.809999999,3003572.17,213420.59999999998,82124.8274822,76169.13,95670.2296472,21677.8048798,65247.4556506,193136.1463188,66573.0968554,292636.01999999996,0,146125.31404660002,0,112536.6564902,70649.268272,136792.05538099998,487848.8896274,192265.6529854,0,0,16.357142857142858,35.849999999999994,-10.1,97.9,54,0,0,0,0,0,FALSE
2023-08-07,2023,32,13757118.580000002,10540301.110000001,3216817.4699999997,150078.56,66575.6009124,180540.56,95573.64540079999,26193.1896602,74601.043242,225695.00498939998,57976.54166560001,335630.28,0,129447.9872284,0,114218.62174559999,72976.560539,161848.01902,601978.5658106,159331.7297032,0,0,15.42142857142857,40.25000000000001,-10.9,97.2,54,0,0,0,0,0,FALSE
2023-08-14,2023,33,15971299.58,12361631.14,3609668.4399999995,196596.78,151849.37007940002,274183.61,96099.23101419999,33369.01,49556.729999999996,193788.946749,54786.29000000001,753204.94,0,263900.67854279996,0,106982.94716160001,99231.24,121728.67,474245.1031652,127036.83,0,21,17.95,20.450000000000003,-10.9,97.2,54,0,0,0,0,0,FALSE
2023-08-21,2023,34,14644414.25,11189748.73,3454665.52,209261.4,176130.25999999998,363710.55,104546.65185040001,38080.7974204,59916.64,210134.3469988,43297.74,859172.79,0,353054.12,0,117936.2317508,107547.08368380001,132464.99,602400.5794544,106719.89000000001,0,0,17.357142857142858,26.65,-10.9,97.2,54,0,0,0,0,0,FALSE
2023-08-28,2023,35,15190799.17,11914588.34,3276210.83,205209.59,171315.18999999997,344603.34,104628.3695802,43121.05,81494.88,155659.5762356,50902.61,1083588.06,0,316289.71,0,116279.25837920001,140150.5,174092.13,444588.09947440005,130882.14000000001,0,0,15.3,15.749999999999998,-10.9,97.2,54,0,0,0,0,0,FALSE
2023-09-04,2023,36,15502523.58,12023914.39,3478609.19,185735.45,103463.47576079999,375889.22,88498.86999999998,56284.9,65378.69,179225.8454888,55672.3865382,572912.23,0,200778.6396504,0,95210.23999999999,171342.84999999998,134003.59999999998,474135.0319296,168949.8638926,0,0,18.014285714285712,0,-13,96.96,54,0,0,0,0,0,FALSE
2023-09-11,2023,37,14218168.989999998,11276972.61,2941196.38,172815.22999999998,164570.6178448,294133.6215926,104343.18000000001,62839.85091560001,71709.69,128367.0213868,57808.96251119999,826354.63,0,328844.5932376,0,129946.15,213295.46468039998,157507.43,357922.5681188,136276.600807,0,22,16.335714285714285,5.1000000000000005,-13,96.96,54,0,0,0,0,0,FALSE
2023-09-18,2023,38,11707693.3,9344502.120000001,2363191.18,143633.89,158760.43,181514.55,91598.57,58953.4279468,65401.49756,95306.7651458,51473.8069236,449716.44,0,287843.92000000004,0,102950.18000000001,199002.78147880003,149790.7458552,291182.162236,136641.40892699998,0,20,16.52857142857143,23.7,-13,96.96,54,0,0,0,0,0,FALSE
2023-09-25,2023,39,14817403.389999999,11726387.7,3091015.69,186845.11,154968.71000000002,122559.22,86550.2590744,46940.43112359999,86313.1969702,73515.95000000001,57365.8653908,389724.56000000006,0,289139.12999999995,0,97625.37557499998,157760.402184,180110.25881159998,233523.03999999998,151687.1872508,0,19,15.82857142857143,3.5999999999999996,-13,96.96,54,0,0,0,0,0,FALSE
2023-10-02,2023,40,13798139.059999999,10625585.35,3172553.71,148585.49,139336.7505814,92065.32,86373.050853,43895.473481199995,73581.44555,99051.9931552,58669.8,371071.16967760003,0,278644.7219362,0,96619.33702759999,139403.423664,159645.9096418,289234.1276082,151804.59999999998,0,0,13.428571428571429,26.4,-11.8,97.2,54,0,0,0,0,0,FALSE
2023-10-09,2023,41,13498186.380000003,10799799.510000002,2698386.87,198843.28999999998,135862.0163812,164168.76,114762.598714,33981.6511862,56628.523552599996,83856.78000000001,54302.4840646,435545.93,0,302112.0500392,0,161026.34453839998,102864.8995386,124022.32544360001,249648.86000000002,141474.8861562,0,0,11.642857142857142,17.25,-11.8,97.2,54,0,0,0,0,0,FALSE
2023-10-16,2023,42,13868745.54,10976852.809999999,2891892.7300000004,183216.42,142589.49000000002,241047.01,105069.81789699999,37988.2886384,63298.0028398,116482.48249880002,54812.962049,761541.55,0,277374.43,0,113480.79038300001,124622.6139082,148445.2710532,371759.0628904,131733.65137819998,0,0,8.442857142857143,23.6,-11.8,97.2,54,0,0,0,0,0,FALSE
2023-10-23,2023,43,14337569.880000003,11186398.520000001,3151171.3600000003,145734.48,175961.5597192,197966.49,92060.29629599999,47464.772007600004,54242.189999999995,146001.4685204,70671.20626959999,1168259.7306494,0,319467.5532344,0,100540.63323600002,136916.9469932,117382.36,394964.2684112,192221.7211038,0,0,8.592857142857143,50.8,-11.8,97.2,54,0,0,0,0,0,FALSE
2023-10-30,2023,44,14369448.309999999,11098038.68,3271409.63,129252.17,122731.13674439999,385191.74,99463.15,61318.07,71637.0285614,151534.6402488,47784.041500399995,1200328.42,0,254306.110557,0,117259.35,187281.21000000002,164325.95407079998,479128.44404840004,105568.5793312,0,19,8.835714285714285,34.800000000000004,-11.8,97.2,54,0,0,0,0,0,FALSE
2023-11-06,2023,45,13666855.2,10575986.52,3090868.68,197502.57,190757.98812619998,299897.6,118268.9738832,71399.4341156,80068.04000000001,195723.589264,63059.593809,1405538.23,0,358648.941793,0,142789.25734920002,219748.1590548,174456.08000000002,536796.750519,156860.8835888,0,20,7.7,18.95,-10.3,96.86,54,0,0,0,0,0,FALSE
2023-11-13,2023,46,15659175.530000001,11952751.21,3706424.3200000003,204345.21,237526.84,364848.88,82994.77807459999,67338.26267899999,67098.804873,200980.3256176,44150.48,1144112.8594028,0,451390.52999999997,0,91467.03828,221241.69302259997,154086.09431760001,597679.6613814001,110042.91,0,25,4.707142857142857,70.35,-10.3,96.86,54,0,0,0,0,0,FALSE
2023-11-20,2023,47,33223160.549999997,25947513.069999997,7275647.48,374689.17,207931.8030986,336024.35,97722.19,68582.44,226583.86151239998,178300.27874759998,92655.6703626,1110345.26,0,378334.87084419996,0,102362.64,222643.55000000002,491194.4847738,514820.3797194001,235859.49152679997,0,60,3.321428571428571,11,-10.3,96.86,54,0,0,0,0,0,FALSE
2023-11-27,2023,48,26764674.54,20849000.31,5915674.23,354961.38,193412.8000616,384164.73,103315.42,70471.1930244,340843.13078340003,189758.2659464,91191.4736618,1147654.41,0,333542.802164,0,138035.82,210343.3331368,795844.7529423999,511080.5985136,229423.77685,0,43,-2.2,10.35,-10.3,96.86,54,0,0,0,0,0,FALSE
2023-12-04,2023,49,16296626.7,12418266.5,3878360.1999999997,0,205183.8479814,468830.85,76678.9886978,78037.7297542,60414.46736080001,191516.22434840002,57237.8653156,1010719.6199999999,0,381148.1107344,0,83898.08038559998,260893.56190020003,137806.7915396,584026.1055274,152036.4310544,0,22,1.7714285714285716,16.75,-13,96.42,54,0,0,0,0,0,FALSE
2023-12-11,2023,50,24170535.369999997,18934834.759999998,5235700.61,321562.15,217307.1455618,340201.36,87561.03,76699.5894952,170961.9710162,127741.5302528,79307.9203702,957212.83,0,403930.2926605999,0,109354.65,258529.6630214,377936.5813826,420958.6728536,153230.7977314,0,41,3.2928571428571427,6.749999999999999,-13,96.42,54,0,0,0,0,0,FALSE
2023-12-18,2023,51,18123896.229999997,14307052.479999999,3816843.75,345212.70999999996,217318.8632362,246726.1554784,103158.76000000002,83517.05000000002,160784.87,100122.0089228,72770.2296106,793260.15,0,446357.63704339997,0,128935.57,263481.49,359634.84,305211.07729119994,166346.8216668,0,48,4.535714285714286,27.250000000000004,-13,96.42,54,0,0,0,0,1,FALSE
2023-12-25,2023,52,16410653.120000001,12635666.180000002,3774986.9400000004,169190.77000000002,146024.7785486,168745.45,92099.37,52743.4510042,77438.4810948,68913.5768448,57945.78,504924.15,0,304926.6061854,0,121357.49,154799.9721642,169467.35473259995,207171.31157559998,133399.10000000003,0,0,4.921428571428572,28.700000000000003,-13,96.42,54,0,0,0,0,1,FALSE
2024-01-01,2024,1,11273149.85,8995735.94,2277413.91,193665.08,155378.63693239997,106759.65000000001,104205.319097,59238.799915999996,59768.6956026,80974.53,46445.667651,350018.01,0,309158.31461739994,0,118967.74953139998,175506.5835746,133482.3246062,209986.49000000002,133973.56464219998,0,0,-1.4499999999999995,30.3,-8.4,97.3,54,0,0,0,0,0,FALSE
2024-01-08,2024,2,11726057.01,9045149.36,2680907.65,149664.54,159429.52118679998,111197.49,102053.56,46680.25,63104.06999999999,98226.83605879999,52646.1334426,364280.4600000001,0,300985.19628259994,0,117063.48,145388.1,131367,297886.00743939995,113658.45958439999,0,0,-1.2714285714285716,1.7999999999999998,-8.4,97.3,62,0,0,0,0,0,FALSE
2024-01-15,2024,3,12248917.87,9401625.36,2847292.51,194746.43,138107.1596198,184040.33,89808.17702840001,34258.74,56951.56,80207.4513564,51317.13839,349614.23,0,293504.4040408,0,102749.7953698,107505.97,124595.71,200494.5859834,119516.86463559998,0,20,-0.7571428571428572,16.65,-8.4,97.3,62,0,0,0,0,0,FALSE
2024-01-22,2024,4,16306690.690000001,12825072.39,3481618.3000000003,183122.71,111577.58612980001,255666.03999999998,106369.01,32628.990000000005,67038.04526079999,84522.98925700001,60361.2580854,745615.55,0,212815.80737519998,0,122132.02999999998,97319.57,155672.5785432,242105.13760199997,154799.95277079998,0,0,5.042857142857143,24.95,-8.4,97.3,62,0,0,0,0,0,FALSE
2024-01-29,2024,5,16305452.96,13118483.920000002,3186969.04,202193.85,146907.96641619998,367898.64999999997,86708.4954512,53804.6443976,72461.824593,109070.597174,59166.286876599996,1070246.01,0,277387.8899664,0,119045.91245999999,167526.7664964,168016.18340779998,340222.9592968,149282.8771282,0,19,5.385714285714286,7.95,-8.4,97.3,62,0,0,0,0,0,FALSE
2024-02-05,2024,6,16542662.17,12900900.74,3641761.43,193191.99000000002,151994.948615,321224.6,84878.29,51665.840000000004,81292.64975980001,89352.62999999999,61370.2711104,1073601.93,0,277493.765103,0,103667.44999999998,142383.91999999998,174521.75770360001,249737.32,171984.4698998,0,0,2.1,48.6,-7.4,97.82,62,0,0,0,0,0,FALSE
2024-02-12,2024,7,16274697.049999999,12771584.219999999,3503112.83,176758.7,174460.73422759998,325867.93,78530.69620559999,54290.50303680001,85720.87,171586.7,57343.122317199995,1017361.85,0,331331.8203812,0,79380.98072600001,162904.56209740002,188835.76,536894.41,143013.591731,0,0,4.435714285714286,31.5,-7.4,97.82,62,0,0,0,0,0,FALSE
2024-02-19,2024,8,17355479.28,13388229.420000002,3967249.8600000003,151865.02000000002,135781.98,254291.93,76514.63994879999,59133.82000000001,60492.200557799995,207750.3219888,58259.049999999996,715440.49,0,235723.18,0,93490.544819,172677.78000000003,131928.3184502,592122.2483822,144654.12,0,0,5.5,13.9,-7.4,97.82,62,0,0,0,0,0,FALSE
2024-02-26,2024,9,17941009.79,14235023.870000001,3705985.92,189095.99,162238.26881039998,151295.34,102294.96293899999,63563.3655132,80550.17,227899.28752880002,49671.409999999996,544572.1799999999,0,343587.7870166,0,118920.07583299998,191210.87724600002,168656.63,617023.5625629999,138366.97,0,0,4.35,6.950000000000001,-7.4,97.82,62,0,0,0,0,0,FALSE
2024-03-04,2024,10,18189483.73,14256899.6,3932584.13,153774.25,136016.5754682,75293.67,85323.2,36195.479999999996,80595.1076784,208633.6321682,69652.95000000001,235386.00999999998,0,243954.0367332,0,105518.98,123175.40000000001,165243.1251242,732358.1533694,213435.75,0,20,2.4642857142857144,3.25,-7.6,97.82,62,0,0,0,0,0,FALSE
2024-03-11,2024,11,14614467.42,11265837.07,3348630.3499999996,171644.11000000002,100019.25489420001,74556.66559379999,99844.51569619999,41457.14,96705.1216464,235450.1762928,68829.1196238,212912.21999999997,0,204361.28610079997,0,120132.7230242,122751.40000000001,198271.30214319998,765202.2385834,168726.3428686,0,0,5.507142857142857,3.4499999999999997,-7.6,97.82,62,0,0,0,0,0,FALSE
2024-03-18,2024,12,17568717.36,13849543.84,3719173.5200000005,155627.88,124871.987621,90893.56,96369.6557526,35229.0484484,101075.7709416,198515.43191840002,68714.7824354,264842.34,0,225891.669038,0,101625.1237492,93051.9299132,211972.5943314,569379.155772,152991.098918,0,0,4.9714285714285715,15.35,-7.6,97.82,62,0,0,0,0,0,FALSE
2024-03-25,2024,13,22088261.650000002,17479850.01,4608411.640000001,148588.96,86021.27,137929.65,86333.7555198,26253.030000000002,72823.0161238,130328.22951380002,59493.606151399996,505600.80000000005,0,162990.33000000002,0,98028.9840032,84046.08,144576.8934984,395006.44874280004,148055.6170188,0,21,6.45,10.95,-7.6,97.82,62,1,0,0,0,0,FALSE
2024-04-01,2024,14,28692544.36,22138825.71,6553718.65,313209.13,137191.96736120002,242199.77225719998,107373.36382520001,28598.9,286957.39,115159.672482,80251.5555736,796764.5999999999,0,245020.5660604,0,135749.2431306,79334.23000000001,562628.9199999999,317590.68912959995,209936.57012260004,0,23,7.0285714285714285,48.3,-8.6,97.85,62,1,0,0,0,0,FALSE
2024-04-08,2024,15,32531478.12,25028149.84,7503328.28,408487.26,152783.26,299163.9613662,96966.49,41942.466751,306717.27,103582.2603512,78504.43268140001,1019685.4199999999,0,319278.7299999999,0,99606.08999999998,126304.47991159999,669792.1799999999,315930.0973672,199728.5212612,0,34,10.128571428571428,14.9,-8.6,97.85,62,0,0,0,0,0,FALSE
2024-04-15,2024,16,31093804.450000003,24042078.810000002,7051725.64,288633.48,254365.4841814,283959.86,109021.071061,71833.4143742,295974.5,120582.7494792,87308.9158614,1126723.1600000001,0,509202.67538239993,0,112453.73966179999,256341.709087,718920.05,318121.529113,236944.77718819998,0,35,5.328571428571428,13.6,-8.6,97.85,62,0,0,0,0,0,FALSE
2024-04-22,2024,17,28747832.52,21871923.02,6875909.5,363701.61,163382.94,129698.06,102369.0986414,58588.08,289664.28,143728.9400928,91223.96024839999,1021655.8400000001,0,322656.04,0,118925.3139408,189254.40000000002,662451.26,366183.014256,238272.85803440004,0,0,5.6571428571428575,23.450000000000003,-8.6,97.85,62,0,0,0,0,0,FALSE
2024-04-29,2024,18,26815051.46,20755959.04,6059092.42,314395.77,191653.4031036,280537.81,94150.8,65112.4618016,349034.6099999999,187148.46042639998,66846.95999999999,832172.58,0,346192.54837720003,0,125214.68000000001,182592.09756380002,699812.05,530004.5834726,175274.38,0,22,12.25,6.6000000000000005,-8.6,97.85,62,0,0,0,0,0,FALSE
2024-05-06,2024,19,31427395.51,24526272.830000002,6901122.680000001,341494.62,258845.24999999997,251980.90000000002,87821.33,52414.47460180001,269371.74,228281.3123178,90831.6007898,974342.45,0,530077.71,0,110942.67,154604.586044,638233.87,655903.657752,272862.276389,0,0,10.9,3.1999999999999997,-6.5,97.86,62,0,0,1,0,0,FALSE
2024-05-13,2024,20,32492554.260000005,25332155.950000003,7160398.3100000005,396480.62,209853.62,334036.56,76509.6,58085.07000000001,343430.64115539996,258846.84999999998,92946.34000000001,1072906.59,0,374526.73000000004,0,93033.93,170640.54,678718.9421808,642558.9600000001,213834.56999999998,0,20,14.971428571428572,0.05,-6.5,97.86,62,0,0,0,0,0,FALSE
2024-05-20,2024,21,33074380.010000005,25612345.950000003,7462034.0600000005,359754.68,190503.7722262,348311.71,88567.70042159999,62192.128881200006,283398.72779800004,187035.25060680002,91684.7138612,886433.11,0,391675.3066788,0,103553.73116699999,177580.2938214,612615.1520032,567969.0239054001,277113.1671896,0,19,15.914285714285716,6.25,-6.5,97.86,62,0,0,0,1,0,FALSE
2024-05-27,2024,22,30474220.240000002,23538815.34,6935404.9,332349.30000000005,200057.4976782,414717.46,90136.6330068,64730.31999999999,222827.0995358,196217.3651436,84517.4028346,987262.21,0,452491.48447820003,0,108545.999712,199696.12,472705.3376300001,561600.0842828,196006.8931288,0,0,16.32857142857143,26.000000000000004,-6.5,97.86,62,0,0,0,0,0,FALSE
2024-06-03,2024,23,27716614.560000002,21356224.96,6360389.6,426715.91000000003,187606.3005804,296434.0509314,99930.1311872,50648.739572800005,301320.0937494,134226.3162342,91862.977997,907776.38,0,351013.0446894,0,130778.93587259999,152480.1871522,641205.9277617999,422108.9030932,242860.07206940002,0,0,12.835714285714284,16.6,-4.4,97.89,62,0,0,0,0,0,FALSE
2024-06-10,2024,24,31490951.32,23927534.55,7563416.7700000005,383940.46,216084.5416784,227509.4,110522.87000000001,57031.367546400004,181910.07,134428.0309776,74702.5878352,812751.24,0,362505.0934156,0,118933.62,159126.8643326,430904.79000000004,386487.30519800005,168801.67800060002,0,29,13.071428571428571,23.85,-4.4,97.89,62,0,0,0,0,0,FALSE
2024-06-17,2024,25,31821327.68,24895683.52,6925644.16,315772.06,163928.4618056,164318.03,102704.9,56060.33,267605.7652992,94324.06,91487.1233916,404814.9341354,0,313962.7581278,0,132867.3,163842.96,570974.4803652,262057.20999999996,223737.2060202,0,29,14.871428571428572,20.75,-4.4,97.89,62,0,0,0,0,0,FALSE
2024-06-24,2024,26,21863280.049999997,16593648.599999998,5269631.449999999,295981.05,134236.35000000003,85023.69,91128.8667344,44085.299999999996,266012.36000000004,84916.4381192,90231.17482359998,234317.22999999998,0,264238.37,0,119071.61877959999,134076.66,585028.94,229387.739434,231141.99302639998,0,0,17.27857142857143,19.15,-4.4,97.89,62,0,0,0,0,0,FALSE
2024-07-01,2024,27,17233059.68,13261953.370000001,3971106.3100000005,178282.39,105545.6912382,32814.69,80470.43000000001,38595.467281599995,64807.284788200006,93533.76010419997,58261.0019002,154917.4729118,0,241384.6947484,0,94475.39,113551.74113220001,136223.1198896,273387.76226,152088.509342,0,0,14.57857142857143,28.049999999999997,-5.4,98.99,62,0,0,0,0,0,FALSE
2024-07-08,2024,28,17051467.159999996,13516675.499999998,3534791.66,158465.79,68855.7575402,24091.08,105986.1460258,31755.98,91372.32,82523.132725,67416.864781,95839.17,0,139656.7952274,0,122276.09421839999,98267.51999999999,202046.87,223878.100834,195701.26926539998,0,0,16.79285714285714,40.2,-5.4,98.99,62,0,0,0,0,0,FALSE
2024-07-15,2024,29,16429798.62,12967306.68,3462491.94,160510.75,56099.86,16722.87,123740.58210839999,21072.9198038,76862.1461006,94301.3145174,55504.6302516,87507.65,0,108056.06,0,162934.460099,65095.2388166,151861.8554518,295880.0503888,145297.22915,0,0,17.435714285714287,13.85,-5.4,98.99,62,0,0,0,0,0,FALSE
2024-07-22,2024,30,15636777.019999998,12031824.329999998,3604952.69,214751.83,76114.4934156,52055.2226788,85603.04,21598.9325414,62794.1055258,150942.0463064,54395.4435966,135546.6078574,0,133046.9219796,0,88059.86,60258.68276919999,126544.81093399998,393936.85854959994,119555.8628828,0,0,17.2,26.9,-5.4,98.99,62,0,0,0,0,0,FALSE
2024-07-29,2024,31,16994249.259999998,13555600.52,3438648.7399999998,167972.26,81597.2636438,44715.29,106114.37864079999,18503.9057782,74914.61458220001,212546.71000000002,53232.364583400005,277245.0528048,0,153406.4661836,0,120212.79688800001,56063.840625,172991.8064624,574208.8200000001,124751.665873,0,22,17.12857142857143,9.7,-5.4,98.99,62,0,0,0,0,0,FALSE
2024-08-05,2024,32,16101802.669999998,12591552.11,3510250.5599999996,182673.68,80695.7910462,139655,112931.6,26672.296486799998,69552.45,250401.2266088,63283.16,488186.8183689999,0,175667.03887679998,0,150024.17,79168.6247672,153341.5,639074.406548,156597.07,0,0,17.77857142857143,23.999999999999996,-7.4,98.56,62,0,0,0,0,0,FALSE
2024-08-12,2024,33,17215413.63,13302953.08,3912460.5500000003,174071.61,111156.1764286,267974.54,101753.9187316,20242.112032799996,52431.99999999999,253237.9445184,60627.696426,850584.3999999999,0,213293.00696099998,0,115649.9463106,53816.6934326,113786.80000000002,839054.0411475999,171311.9570156,0,0,17.821428571428573,10.400000000000002,-7.4,98.56,62,0,0,0,0,0,FALSE
2024-08-19,2024,34,12849648.840000004,10146153.570000002,2703495.2700000005,0,156502.3326276,300839.54,88522.2237826,44794.576562,52289.89,199245.65781819998,48665.3849244,952509.609739,0,286449.6892384,0,120200.3216,132979.0639548,112537.09000000001,546506.4382545999,111207.1729456,0,0,17.07857142857143,19.85,-7.4,98.56,62,0,0,0,0,0,FALSE
2024-08-26,2024,35,18055157.27,14031018.96,4024138.31,191302.18,157230.9,412925.08999999997,77843.6367024,49990.45698059999,89704.07,209067.6885308,63959.532878,992022.6158436,0,294741.44,0,96624.1903276,157236.101482,188375.72000000003,643311.279884,155196.1951514,0,23,17.235714285714288,5.499999999999999,-7.4,98.56,62,0,0,0,0,0,FALSE
2024-09-02,2024,36,17393408.54,13656474.180000002,3736934.3599999994,177447.4,202164.3251746,393860.06,100190.41000000002,70930.4,54552.899999999994,140957.59232559998,54577.130000000005,924843.1699999999,0,450690.63699820003,0,124538.95999999998,210155.17,104766.15,359134.0683042,135765.5,0,0,20.02857142857143,0.8,-6.8,98.21,62,0,0,0,0,0,FALSE
2024-09-09,2024,37,15716511.190000001,12285598.23,3430912.96,192800.39,107559.0309856,229011.75,80724.31529179998,62979.020000000004,64103.42999999999,124616.49,52981.771926400004,686050.88,0,251543.2860182,0,92631.2863724,216881.38,143696.27,351597.33999999997,140465.5219776,0,0,13.271428571428572,28.35,-6.8,98.21,62,0,0,0,0,0,FALSE
2024-09-16,2024,38,15191523.860000003,11647105.970000003,3544417.8899999997,200128.94,156239.89689459998,168714.54,95406.15468739999,52312.56999999999,63092.505447799995,82790.42,59135.30000000001,496149.54000000004,0,304126.8698002,0,101726.55549560001,157204.16,130306.2850118,213078.56,148499.57,0,0,15.214285714285715,0.3,-6.8,98.21,62,0,0,0,0,0,FALSE
2024-09-23,2024,39,13504168.040000001,10560725.24,2943442.8000000003,205348.2,141659.488334,102349.26,75253.07,48854.0307236,64964.19593439999,72729.319164,59095.0397702,325685.8,0,291304.77232,0,97801.18,134267.1738204,136163.70115379998,179134.77386919997,160852.0051442,0,0,13.035714285714286,42.3,-6.8,98.21,62,0,0,0,0,0,FALSE
2024-09-30,2024,40,15917389.379999999,12495428.959999997,3421960.420000001,187489.99,144963.4020084,92358.41,96214.30000000002,36229.496648,70185.1316448,76385.3847346,61321.400416000004,321671.02,0,291326.8351494,0,120265.05,119071.7930156,159164.3924676,255605.203854,197729.28174699997,0,0,10.457142857142856,0.45,-6.8,98.21,62,0,0,0,0,0,FALSE
2024-10-07,2024,41,15274801.629999999,11664969.409999998,3609832.2200000007,201255.18,158135.9478502,162309.75,79063.84999999999,37878.593417,74527.2,96521.0900236,65683.6516936,435899.59,0,295679.9156352,0,91419.25,120537.5673454,164792.48,268936.3474512,166259.9197624,0,0,11.3,36.099999999999994,-8.9,98.77,62,0,0,0,0,0,FALSE
2024-10-14,2024,42,15804558.77,12391651.389999999,3412907.38,175671.08,91328.5,268238.1753336,97930.8240622,34327.30174,72157.2521432,112002.76304460001,59021.573383799994,699329.9299999999,0,162281.39,0,117105.7328546,115642.58708920001,159235.9331078,304780.238351,136431.1789396,0,0,11,1.7000000000000002,-8.9,98.77,62,0,0,0,0,0,FALSE
2024-10-21,2024,43,15511827.15,12059632.21,3452194.94,157251.13,148079.11740840002,180041.77,127193.85,44405.74,69920.38,103042.47765199999,42933.41,957913.1499999999,0,307152.0130724,0,150104.03,139773.38999999998,152047.43,292674.7361438,100734.33,0,0,11.371428571428572,8.349999999999998,-8.9,98.77,62,0,0,0,0,0,FALSE
2024-10-28,2024,44,15461448.36,11932349.93,3529098.4299999997,163139.02,154479.1580232,377082.75,98295.6609086,45655.562288999994,74234.73,189785.3034492,49896.8184664,993060.2804094,0,258573.04791159998,0,118474.112072,134873.8421404,147276.3,552843.9609102,123893.86620599999,0,0,10.057142857142855,2.7,-8.9,98.77,62,0,0,0,0,0,FALSE
2024-11-04,2024,45,15384246.39,12067097.46,3317148.9299999997,186322.21,227296.35648639998,324124.1171028,108459.46920939999,53176.7183348,59880.02999999999,229944.23958340002,55442.3677588,1512783.4500000002,0,464198.968561,0,117021.1339972,156696.6365296,132809.4,649229.0670522001,138139.5740404,0,0,8.407142857142857,1.7,-9.3,98.46,62,0,0,0,0,0,FALSE
2024-11-11,2024,46,17671790.67,14262045.32,3409745.35,156605.79,218874.4935946,410490.97,113562.36319979999,71442.21,73168.13,224447.61326939997,59777.189999999995,1305619.1800000002,0,543446.7423007999,0,131286.73066759997,217788.48,176617.8,671299.4535158001,143282.44999999998,0,22,7.514285714285714,2.85,-9.3,98.46,62,0,0,0,0,0,FALSE
